Name,Freq_2013_Procent,Freq_2014_Procent,Freq_2015_Procent,Freq_2016_Procent,Freq_2017_Procent,Freq_2018_Procent,Freq_2019_Procent
Linn,"0,0250568253","0,02632964718","0,02748904733","0,03408316292","0,04071860189","0,04229292732","0,0326973695"
Mari,"0,01073863941","0,01053185887","0,01202645821","0,006492031032","0,009772464453","0,009759906305","0,0130789478"
Noora,"2,32849498","0,05968053361","2,747186668","2,916544941","0,6205514927","0,7336196239","4,114963951"
Sana,"0,01610795912","0,01930840793","0,0206167855","0,02272210861","0,02280241706","0,02114646366","0,02942763255"
Vilde,"0,005369319707","0,007021239249","0,01374452367","0,004869023274","0,004886232226","0,008133255254","0,009809210849"
Even,"0,08769888855","0,07898894155","0,07559488016","0,07465835687","0,08469469192","0,0927191099","0,09972697696"
Eskild,"1,52667657","0,4914867474","1,589210549","1,103645275","1,732983696","1,849502245","1,970016512"
Isak,"2,188892667","2,05897841","2,197405721","1,798292596","0,820887014","3,048344069","0,9514934524"
William,"15,93256134","0,6371774618","17,41602955","0,4869023274","0,5260843364","0,5563146594","0,5607598869"
