Fornavne til kvinder pr. 1. januar 2015

Navn	ANTAL
AYEDA	3
AYELET	3
AYIAT	3
AYLEEN	3
AYLINA	3
AYNAZ	3
AYODELE	3
AYOMIDE	3
AYSAN	3
AYSAR	3
AYSEDUDU	3
AYSHAH	3
AYSHEH	3
AYU	3
AYZA	3
AZAB	3
AZADA	3
AZALIA	3
AZBIJE	3
AZEB	3
AZEEMA	3
AZEMIRA	3
AZHIN	3
AZHRA	3
AZIEB	3
AZIRA	3
AZMIRA	3
BAC	3
BADR	3
BAGGA	3
BAHIJE	3
BAHTISEN	3
BAIAN	3
BAIDAA	3
BAJAN	3
BAJRA	3
BAKHTAWAR	3
BALJINDER	3
BALQEES	3
BALWINDER	3
BANDANA	3
BANITA	3
BAR	3
BARBIE	3
BAREA	3
BARNA	3
BARTHA	3
BASMALAH	3
BATULA	3
BAVANI	3
BAYAZ	3
BAYDAA	3
BAYRAM	3
BECKIE	3
BEDIRIYE	3
BEENA	3
BEGZADA	3
BEHIJE	3
BEHISHTA	3
BEJZA	3
BEKHAL	3
BELAN	3
BELISE	3
BELLINDA	3
BELLY	3
BENA	3
BENAY	3
BENDITTE	3
BENETE	3
BENGÜL	3
BENILDA	3
BENTE-MERETE	3
BENTY	3
BERET	3
BERGEN	3
BERGHILD	3
BERGITTA	3
BERGRÚN	3
BERGTHORA	3
BERNADET	3
BERNADITH	3
BERTHINE	3
BERYLL	3
BESIANA	3
BESNIKE	3
BESTAN	3
BETHY	3
BETSABE	3
BEYAN	3
BEZA	3
BEZAWIT	3
BHADRI	3
BHAGYA	3
BHARTI	3
BHAVNA	3
BHAVYA	3
BHAWANA	3
BHIMA	3
BIANA	3
BIANNA	3
BIBBE	3
BIBIANNE	3
BIBICHE	3
BIDHYA	3
BIGGI	3
BIIRTHE	3
BILGI	3
BIMLA	3
BINTHA	3
BINTOU	3
BIRGITE	3
BIRTHE-LIS	3
BIRUTÉ	3
BITHIAH	3
BITUIN	3
BJARKA	3
BJARNA	3
BJØRLI	3
BLAGA	3
BLAGICA	3
BLESSED	3
BOBBIE	3
BODIL-MARIE	3
BOKAN	3
BONG	3
BOONSRI	3
BORBÁLA	3
BORGHILDUR	3
BOSA	3
BOYANA	3
BRENNA	3
BRIA	3
BRIET	3
BRÍET	3
BRIGITHA	3
BRIKENA	3
BRISHNA	3
BRITNEY	3
BRITT-INGER	3
BUDDHI	3
BUDIMKA	3
BUDINKA	3
BUI	3
BUKURIE	3
BUNMEE	3
BUNRUAN	3
BUNRUANG	3
BUNTUAN	3
BUNYANG	3
BUSAD	3
BUTHAINA	3
BUTSAKORN	3
BWALYA	3
CAIYUN	3
CALA	3
CALISTA	3
CALLA	3
CALLUNA	3
CAMILLAH	3
CAMMILA	3
CAOIMHE	3
CARI	3
CARINN	3
CARIS	3
CARLA-SOFIE	3
CARME	3
CARMENCITA	3
CARMEN-ELENA	3
CAROLINE-MARIE	3
CAROLLINE	3
CARREN	3
CARRY	3
CATHERIN	3
CATHINCA	3
CATHYRINE	3
CAVIDE	3
CAZIME	3
CEBINE	3
CEBRINE	3
CÉCILIA	3
CEFAJETE	3
CEFSER	3
CEJLAN	3
CELILE	3
CÈLINE	3
CENDIE	3
CENIFER	3
CERASELA	3
CERI	3
CEVRI	3
CHAFIA	3
CHAI	3
CHALAO	3
CHALISA	3
CHALUAY	3
CHAMILLE	3
CHAMNONG	3
CHANAKARN	3
CHANAPHA	3
CHANH	3
CHANPHEN	3
CHANTALE	3
CHANTALL	3
CHANTHORN	3
CHANTRA	3
CHAREN	3
CHARIKLEIA	3
CHARISSA	3
CHARIYA	3
CHARLETT	3
CHARLI	3
CHARLIZE	3
CHARLOTHE	3
CHARLOTTE-MARIA	3
CHARUWAN	3
CHATRINA	3
CHAWAN	3
CHAWEE	3
CHAYANEE	3
CHAYMA	3
CHAZA	3
CHELSIE	3
CHENGCHENG	3
CHERIE-ANN	3
CHERILYN	3
CHERIN	3
CHETANA	3
CHIDAPHA	3
CHINONSO	3
CHIRA	3
CHIRAPORN	3
CHIRINE	3
CHITHRA	3
CHIYOKO	3
CHOLADA	3
CHRISTINA-LOUISE	3
CHRYSANTHI	3
CHUNLIAN	3
CHUNYU	3
CHURAIRAT	3
CICA	3
CIELA	3
CIELO	3
CIIN	3
CILA	3
CINDIA	3
CINNE	3
CINTHIA	3
CIRKE	3
CISKA	3
CISSY	3
CITHA	3
CLARAH	3
CLARIBEL	3
CLARIE	3
CLARINA	3
CLARISA	3
CLENNIE	3
COLEEN	3
COLLETTE	3
COLLY	3
CONNYE	3
CONSOLATA	3
CORALINE	3
CORIN	3
CORRY	3
COSTINA	3
COTTA	3
CRISPINA	3
CRISTAL	3
CUILAN	3
CUIPING	3
CUT	3
CVETA	3
CYNTIA	3
DABAN	3
DAGA	3
DAHAB	3
DAINORA	3
DAISIE	3
DALA	3
DAMIANA	3
DANG	3
DANGUOLÉ	3
DANI	3
DANIELA-ELENA	3
DANIKA	3
DANINA	3
DANIRA	3
DANNIELLE	3
DANPING	3
DANUTÉ	3
DARMA	3
DARTA	3
DARUN	3
DAR'YA	3
DAWAN	3
DAYSI	3
DAYSY	3
DEANA	3
DEBBY	3
DECHEN	3
DEEDEE	3
DEEKA	3
DEHLIA	3
DEIMA	3
DEIMANTÉ	3
DEINA	3
DEKAN	3
DELIANE	3
DELMA	3
DELNAZ	3
DELNIA	3
DELSHAN	3
DEMAN	3
DENANA	3
DENDI	3
DEO	3
DEOLINDA	3
DESA	3
DETELINA	3
DEVOTA	3
DHIVYA	3
DHURATA	3
DIANAH	3
DIANA-MIHAELA	3
DIANI	3
DIANTHA	3
DIAR	3
DIDDAN	3
DIDE	3
DIDIA	3
DIELLËZA	3
DIGNA	3
DIJLE	3
DIKSHYA	3
DILMA	3
DILMAN	3
DIM	3
DIMITRINA	3
DIMITRIYA	3
DIMKA	3
DINELA	3
DINNI	3
DINUSHA	3
DIONE	3
DITTE-MARI	3
DITTEMARIA	3
DJAMILIA	3
DJANNA	3
DJUNI	3
DJURDJA	3
DJURDJIJANKA	3
DJØRNA	3
DODDI	3
DOINITA	3
DOMENICA	3
DOMINGA	3
DOMINICA	3
DONITA	3
DONNIE	3
DORAH	3
DORESA	3
DORETHY	3
DORRA	3
DORSA	3
DORTE-MARIE	3
DORTHIE	3
DORUNTINA	3
DORY	3
DOVILÈ	3
DR	3
DRAGUNA	3
DRAZENKA	3
DRINA	3
DRÓS	3
DRUSILLA	3
DRÖFN	3
DU	3
DUA'A	3
DUANGDAO	3
DUANGDUAN	3
DUANGKAMOL	3
DUANGMANEE	3
DUANGRAT	3
DUANGTA	3
DUKICA	3
DUNA	3
DURU	3
DWI	3
DZEHVA	3
DZEMADIJE	3
DZEMAZIJE	3
DZEMILJE	3
DZHANSU	3
DØNDU	3
DÖNDU	3
EA-MARIE	3
EARLY	3
EBONY	3
EBTIHAL	3
EBTISSAM	3
EDDI	3
EDEA	3
EDELINA	3
EDILENE	3
EDLIRA	3
EDONITA	3
EESHA	3
EEVI	3
EFFI	3
EFFROSYNI	3
EHLAM	3
EHLY	3
EHM	3
EHSAN	3
EICKE	3
EIDA	3
EIK	3
EILEN	3
EIMA	3
EIMI	3
EISA	3
EJO	3
EKATARINA	3
EKIN	3
ELARA	3
ELCHIN	3
ELÉNA	3
ELENA-ALEXANDRA	3
ELENA-GABRIELA	3
ELENA-LARISA	3
ELENA-LAVINIA	3
ELENA-LOREDANA	3
ELENA-MIHAELA	3
ELENA-RAMONA	3
ELENORE	3
ELEONOR	3
ELIANNA	3
ELICE	3
ELINGA	3
ELISAVET	3
ELISIA	3
ELISSABETH	3
ELLAHA	3
ELLA-SOFIA	3
ELLA-SOFIE	3
ELLEN-GRETE	3
ELLEN-JOHANNE	3
ELLEN-KIRSTINE	3
ELLEN-MARIA	3
ELLEN-SOPHIE	3
ELLINORE	3
ELLISABET	3
ELLYNOR	3
ELMAYI	3
ELMIE	3
ELMINE	3
ELNI	3
ELPIDA	3
ELSABE	3
ELSADA	3
ELSA-MARIA	3
ELSE-BIRGITTE	3
ELSEMARIA	3
ELVIRAH	3
ELYA	3
EMANA	3
EMELÍA	3
EMELIN	3
EMELINA	3
EMIILIE	3
EMILEY	3
EMILIE-LOUISE	3
EMILLE	3
EMILYA	3
EMMA-CECILIE	3
EMMAH	3
EMMA-JO	3
EMMA-JOHANNE	3
EMMA-LUNA	3
EMMANOUELA	3
EMMA-ROSE	3
EMMA-VICTORIA	3
EMMELIN	3
EMMILI	3
EM-ON	3
EMRIYE	3
EN	3
ENGEL	3
ENIJA	3
ENITA	3
ENITH	3
ENKELEDA	3
ENNIE	3
ERDA	3
ERDENECHIMEG	3
ERGUL	3
ERGÜL	3
ERJONA	3
ERLY	3
ERMINIA	3
ERYKA	3
ERZANA	3
ERZUMANA	3
ESER	3
ESMY	3
ESSIE	3
ESTELL	3
ESTER-MARIE	3
ETAB	3
ETEL	3
ETIDAL	3
EULALIA	3
EVAA	3
EVA-BRITT	3
EVA-CHARLOTTE	3
EVA-CHRISTINA	3
EVA-LISA	3
EVA-LUNA	3
EVANGELINA	3
EVA-VIBEKE	3
EVDOKIYA	3
EVDOXIA	3
EVELEEN	3
EVELIINA	3
EVEN	3
EVERLYN	3
EVINDAR	3
EVIS	3
EWIN	3
EYDBRITT	3
EYÐDIS	3
EYDFRID	3
FADAA	3
FADELA	3
FADIMA	3
FAEZAH	3
FAHIIMA	3
FAHRETA	3
FAKHRIE	3
FAKHRIEH	3
FAM	3
FANUS	3
FAOUZIE	3
FAOZIA	3
FARA	3
FARANAZ	3
FARDAWSA	3
FARDOS	3
FARDOSA	3
FARDOUSA	3
FAREENA	3
FARESHTA	3
FARHAN	3
FARIDE	3
FARIYA	3
FARIZA	3
FARKHONDA	3
FARNOUSH	3
FARWA	3
FARXIYA	3
FARYA	3
FATAMA	3
FATAMEH	3
FATIM	3
FATIMA-ZAHRA	3
FATKA	3
FATLINDA	3
FATTIMA	3
FATTOUCH	3
FATTOUMA	3
FATXI	3
FAUNA	3
FAUSTYNA	3
FAUZIATU	3
FAWSIYO	3
FAZEELAT	3
FEBEN	3
FEDA	3
FEHMEEDA	3
FEHMIDA	3
FELICIANA	3
FELICITE	3
FELIS	3
FELISIA	3
FELOMINA	3
FEMIJE	3
FENGXIAN	3
FEREBA	3
FERI	3
FERIZA	3
FERYA	3
FERZADA	3
FERZANA	3
FERZIJE	3
FETTOUMA	3
FEYME	3
FEZA	3
FIAN	3
FIDAIJE	3
FIE-LOUISE	3
FIGAN	3
FIKA	3
FILIA	3
FILIPPINE	3
FILUCHA	3
FILUKKA	3
FILZA	3
FINKA	3
FINNA	3
FINNGERD	3
FINOLA	3
FIOLA	3
FIRDAWS	3
FIRDOUS	3
FIRIAL	3
FIRUZE	3
FIVA	3
FIYORI	3
FLICKA	3
FLJURIJE	3
FLO	3
FLOOR	3
FLORENTA	3
FLORENTINE	3
FLORI	3
FLORIA	3
FLORINE	3
FLORY	3
FOROZAN	3
FOS	3
FOSIA	3
FOSIYA	3
FOUZIEH	3
FOWZIEH	3
FOZIEH	3
FRANCHESCA	3
FRANCI	3
FRANCINA	3
FRANCISZKA	3
FRANSINE	3
FREDERICKE	3
FREDERRIKKE	3
FREJA-LOUISE	3
FREJA-MARIE	3
FREJA-SOFIE	3
FREYDIS	3
FRICKA	3
FRIDAMARIE	3
FRIDBORG	3
FRIDDA	3
FRIDGERD	3
FRIEDE	3
FRIEDERIKKE	3
FRIJA	3
FRITZI	3
FROUKJE	3
FU	3
FUSAKO	3
FÜSUN	3
GA	3
GABRIELA-ALEXANDRA	3
GABRIELA-LAVINIA	3
GAMILLA	3
GAN	3
GANIME	3
GARGI	3
GARIMA	3
GASHBIN	3
GAYLE	3
GAYNOR	3
GEESJE	3
GEETHANJALI	3
GEETI	3
GELAREH	3
GELYN	3
GENAN	3
GENEROSE	3
GENTA	3
GEOGINA	3
GÉRALDINE	3
GERDA-MARIE	3
GERDUR	3
GERGINA	3
GERHARDA	3
GERLIS	3
GERSEMI	3
GERTRAUDE	3
GETTE	3
GEVHER	3
GEZIME	3
GHADER	3
GHARIBA	3
GHAZWA	3
GHENET	3
GHERGHINA	3
GHITTE	3
GHIZLAN	3
GHOSIA	3
GHOUSIA	3
GI	3
GIAN	3
GICA	3
GIDSKEN	3
GIGGA	3
GIN	3
GINIA	3
GISA	3
GISELLA	3
GITH	3
GITTEL	3
GITTEMARIJA	3
GITTI	3
GJEJLANE	3
GJEMILE	3
GJULTEN	3
GJUZIDE	3
GJØRRILD	3
GLAIZA	3
GLENN	3
GLORIJA	3
GNANA	3
GOLIZAR	3
GOLNOUSH	3
GOLROKH	3
GOMA	3
GONA	3
GONXHE	3
GOPIKA	3
GOTHA	3
GOWTHAMI	3
GRACA	3
GRACIE	3
GRACY	3
GRATSIELA	3
GRAZIELLE	3
GREDE	3
GREGORIA	3
GRETE-MARIE	3
GRETHE-LISE	3
GRETHI	3
GRETTE	3
GRISELDA	3
GRITA	3
GRÓA	3
GUDBJORG	3
GUGGE	3
GUIFANG	3
GUIMEI	3
GUJA	3
GULAY	3
GULLBRITH	3
GULLIE	3
GULLMAJ	3
GULL-MAY	3
GULSOOM	3
GUNDINE	3
GUNES	3
GUNNIL	3
GUNNUR	3
GUO	3
GURID	3
GURINDER	3
GURLIN	3
GURMEET	3
GURWINDER	3
GWENN	3
GÜLENDER	3
GÜLLER	3
GÜLSEVIM	3
GÜNGOR	3
GYONGYI	3
GYRITHA	3
GYTE	3
GYULSHEN	3
GÖKCEN	3
GÖRKEM	3
GØZDE	3
HAALI	3
HABIBAH	3
HABIIBO	3
HABOON	3
HABSO	3
HADICE	3
HADIEL	3
HADISA	3
HADISE	3
HADIYAH	3
HADJA	3
HAE	3
HAFIZEH	3
HAFRÚN	3
HAIDE	3
HAIDY	3
HAIXIA	3
HAJAN	3
HAJARA	3
HAJIRAH	3
HAJIRO	3
HAJRAH	3
HALBIN	3
HALDA	3
HALIMAT	3
HALIN	3
HALLVEIG	3
HALWA	3
HALWO	3
HAMASAH	3
HAMDIA	3
HAMIJET	3
HANADE	3
HANEEFA	3
HANIAH	3
HANNAA	3
HANNAH-MARIE	3
HANNE-CHARLOTTE	3
HANNE-ELISABETH	3
HANNE-JYTTE	3
HANNELOA	3
HANNEN	3
HANNE-PIA	3
HANNIN	3
HANSINARAQ	3
HARENI	3
HARIKA	3
HARIKLIA	3
HARJINDER	3
HARLY	3
HARMAN	3
HARMKE	3
HARMONIE	3
HARMONY	3
HARUMI	3
HASEL	3
HASINI	3
HASSANIA	3
HATAW	3
HATEMINA	3
HATIDZHE	3
HATIGJE	3
HATLA	3
HAVANNA	3
HAVI	3
HAVUSE	3
HAVVANA	3
HAVVANUR	3
HAWEYA	3
HAYDE	3
HAYRIE	3
HAYRU	3
HAZAR	3
HAZIRA	3
HE	3
HEDIE	3
HEELEN	3
HEIDE-MARIE	3
HEIDEROSE	3
HEIDIS	3
HEILTJE	3
HEJA	3
HELALEH	3
HELAN	3
HELDA	3
HELEEN	3
HELEENE	3
HELGARD	3
HÉLIN	3
HELOISA	3
HENDRIKJE	3
HENDRIN	3
HENDRINA	3
HERFRID	3
HESNA	3
HESTER	3
HIBE	3
HIEU	3
HIKMETA	3
HIKMETE	3
HILALA	3
HILDEGART	3
HILDEGERD	3
HILLAH	3
HILLEGONDA	3
HILTJE	3
HILTRUD	3
HIMA	3
HINDIYO	3
HINKE	3
HIU	3
HIVIDAR	3
HJÖRDÍS	3
HOAN	3
HÔNG	3
HONGBO	3
HONGLIAN	3
HONORINE	3
HOOR	3
HOSNIEH	3
HOURA	3
HOWRA	3
HRANUSH	3
HUBI	3
HUIFANG	3
HUIYING	3
HUIYUN	3
HUIZHEN	3
HULFRED	3
HUMARA	3
HUNG	3
HURIYA	3
HUSNIEH	3
HUTHAM	3
HWEE	3
HYANG	3
HÜRRIYET	3
HÜSNA	3
HYUNJUNG	3
IANG	3
IANNA	3
IBADO	3
IBBE	3
IBE	3
IBTEHAL	3
IBTESSAM	3
IBTSAM	3
ICHRAK	3
IDA-CHRISTINE	3
IDA-FILIPPA	3
IDAH	3
IDA-KATRINE	3
IDALINA	3
IDA-LINE	3
IDA-LISE	3
IDOIA	3
IEDA	3
IFRA	3
IFRAAX	3
IGRA	3
IHTIDAL	3
IINA	3
IJA	3
IKHLASS	3
IKLIM	3
IKLIMA	3
IKUKO	3
ILAJDA	3
ILAKKIYA	3
ILEYDA	3
ILIRE	3
ILIRIDA	3
ILKIM	3
ILLIANNA	3
ILLUNA	3
ILMIE	3
ILMIJE	3
ILSABE	3
ILUMINADA	3
ILVIJA	3
ILWAD	3
IM	3
IMI	3
IMOLA	3
INAAS	3
INAJA	3
INCILAY	3
INDI	3
INDÍANA	3
INETTE	3
INGE-BRIT	3
INGE-BRITTA	3
INGE-ELISE	3
INGEGÄRD	3
INGE-HELENE	3
INGE-LENA	3
INGELIESE	3
INGELISS	3
INGE-MAI	3
INGE-MAY	3
INGEMIA	3
INGER-KIRSTINE	3
INGER-KRISTINE	3
INGER-LENE	3
INGER-METTE	3
INGIGERD	3
ING-MARI	3
INGRY	3
INGVELDUR	3
INIA	3
INIE	3
INJA	3
INSHA	3
INSSAF	3
INTHIRA	3
IONE	3
IONNA	3
IQRO	3
IRAIDA	3
IRAZ	3
IRIN	3
IRLA	3
IRMHILD	3
IRRENNE	3
IRVY	3
ISABEAU	3
ISABELITA	3
ISABELLA-MARIA	3
ISATU	3
ISAURA	3
ISCHA	3
ISE	3
ISEDORA	3
ÍSFOLD	3
ISHAAL	3
ISHAL	3
ISHIKA	3
ISHTAR	3
ISI	3
ISMARA	3
ISMIHAN	3
ISMIJE	3
ISNINO	3
ISOBELL	3
ISOLA	3
ÍSOLD	3
ISRA'A	3
ISTAAHIL	3
ITE	3
ITZEL	3
ITZIAR	3
IULIA-MARIA	3
IVALOU	3
IVETTE	3
IVON	3
IVONE	3
IVONN	3
IZZABELLA	3
JABEEN	3
JABINA	3
JACKILYN	3
JACKLEEN	3
JAGJIT	3
JAHNNI	3
JAIMIE	3
JAINE	3
JAMAICA	3
JAMALAT	3
JAMELA	3
JAMI	3
JAMPA	3
JAMPEE	3
JANDARK	3
JANETA	3
JANHOM	3
JANIA	3
JANINNA	3
JANIT	3
JANKE	3
JANNICE	3
JANNIFER	3
JANNIGJE	3
JANSY	3
JANTANA	3
JANTINA	3
JANU	3
JARATSRI	3
JARDINE	3
JAROEN	3
JASHMIN	3
JASIA	3
JASMEN	3
JASMIIN	3
JASMÍN	3
JASPAL	3
JASWANT	3
JASWINDER	3
JATINDER	3
JAWHARA	3
JAYANTHI	3
JAYARANEE	3
JAZZIE	3
JEA	3
JEAMILLA	3
JEANI	3
JEANITTA	3
JEANNEL	3
JEGATHA	3
JELISAVETA	3
JELKA	3
JELLE	3
JELLY	3
JELTJE	3
JEMMA	3
JENDA	3
JENETTA	3
JENETTE	3
JENI	3
JENICE	3
JENINA	3
JENISHA	3
JENITA	3
JENITHA	3
JENNE	3
JENNETH	3
JENNIEFER	3
JENNY-ANN	3
JENTE	3
JEONG	3
JERELYN	3
JERLYN	3
JESENKA	3
JESIKA	3
JESSEL	3
JETTIE	3
JEWEL	3
JEYAKUMARI	3
JHONNA	3
JIAHUI	3
JIALING	3
JIARUI	3
JIAWEI	3
JIEYING	3
JIHAAN	3
JIHANE	3
JILDIS	3
JILLIE	3
JIMAN	3
JINDRISKA	3
JINGHUA	3
JININ	3
JINLING	3
JINYU	3
JIRAPHA	3
JISOO	3
JITRADA	3
JITSKE	3
JITTIMA	3
JITTRAPORN	3
JOE-ANN	3
JOFRID	3
JOHANE	3
JOHILD	3
JOHNI	3
JOHNIE	3
JOJIE	3
JOKA	3
JOLA	3
JOLANTHA	3
JORDANKA	3
JORIE	3
JORUNE	3
JOSEE	3
JOSÉE	3
JOSIA	3
JOSTA	3
JOULIA	3
JOULIANA	3
JOVICA	3
JOVIE	3
JOVINA	3
JOWELIYA	3
JOYCELINE	3
JOYLINE	3
JOYLYN	3
JOZETTE	3
JUA	3
JUDITHA	3
JULALAK	3
JULIA-MARIE	3
JULIAN	3
JULIEANE	3
JULINA	3
JUMAN	3
JUMANAH	3
JUNYING	3
JURARAT	3
JURATÉ	3
JUREERAT	3
JUSTÉ	3
JUTARAT	3
JUVELYN	3
JUWERIYA	3
JYDDE	3
JYTTHE	3
JÖKLA	3
JØNGERD	3
KAARINA	3
KADDY	3
KADY	3
KAE	3
KAEW	3
KAFIYA	3
KAHA	3
KAIENAT	3
KAILA	3
KAITLYN	3
KAJIN	3
KALANITHY	3
KALE	3
KALTUM	3
KAMALADEVY	3
KAMALINI	3
KAMETA	3
KAMILÉ	3
KAMLEH	3
KAMOLCHANOK	3
KAMOLWAN	3
KAMONCHANOK	3
KANAE	3
KANIKA	3
KANITTA	3
KANNI	3
KANWALJIT	3
KANYAKORN	3
KANYANAT	3
KARAMA	3
KAREN-ANN	3
KAREN-ELISA	3
KAREN-EVA	3
KAREN-HELENE	3
KARENMARGRETHE	3
KAREN-SOPHIE	3
KARIA	3
KARIMAH	3
KARIME	3
KARIN-ELISABETH	3
KARIN-LIS	3
KARIN-MERETE	3
KARIT	3
KARMELA	3
KARNJANA	3
KARNO	3
KARRI	3
KARRINNA	3
KASHMIR	3
KASTANJA	3
KATRIINA	3
KATRINE-LOUISE	3
KATTI	3
KATTRINE	3
KAUKAB	3
KAVIYA	3
KAYCEE	3
KAYMET	3
KAYRA	3
KEDDY	3
KEDY	3
KEE	3
KEELA	3
KEERTHI	3
KEHT	3
KELLEY	3
KENANA	3
KENJA	3
KENNETH	3
KENNIE	3
KERTRIN	3
KETHE	3
KETHEESWARY	3
KETKAEW	3
KETLINA	3
KETSARIN	3
KHADDOUJA	3
KHADIDJA	3
KHADIIJO	3
KHADIZA	3
KHADY	3
KHAIRA	3
KHALDIE	3
KHALISA	3
KHALOUD	3
KHAMISA	3
KHAREN	3
KHATARA	3
KHATERAH	3
KHATOON	3
KHAULA	3
KHAZNA	3
KHEDI	3
KHEDIDJA	3
KHEIDI	3
KHITAM	3
KHLOOD	3
KHLOUD	3
KHOLOD	3
KHOLOOD	3
KHUSH	3
KHUSHBO	3
KHUYEN	3
KHWANCHIRA	3
KHWANTA	3
KIEM	3
KIKKE	3
KILLA	3
KINNI	3
KINUKO	3
KIREN	3
KIRSTEN-INGE	3
KIRSTEN-MERETE	3
KISTINE	3
KITI	3
KITNA	3
KITY	3
KIYOMI	3
KIZIA	3
KLARA-MARIE	3
KLAVDIYA	3
KLAZINA	3
KOLSOM	3
KONSTANCE	3
KOON	3
KORNKANOK	3
KOUSAR	3
KOZUE	3
KRENARE	3
KRISANA	3
KRISTIANNE	3
KRISZTA	3
KRYSTINA	3
KULDEEP	3
KULUNGUAK	3
KUMBA	3
KUMRU	3
KUNIKO	3
KUNNI	3
KUSUMA	3
KUSUMAWATHIE	3
KWAN	3
KWANTA	3
KWEE	3
KYARA	3
KYLA	3
KYLLA	3
KYONG	3
LAAIBAH	3
LADAWAN	3
LADNA	3
LA-IAD	3
LAIJLA	3
LAILI	3
LAILY	3
LAISE	3
LAJAL	3
LAKA	3
LALIN	3
LAMEES	3
LAMIITA	3
LANFANG	3
LANG	3
LANH	3
LANY	3
LA-OR	3
LAR	3
LARAH	3
LAREB	3
LAREEN	3
LARGLINDA	3
LARIN	3
LARIZA	3
LARSA	3
LASZLONE	3
LATEFA	3
LATINKA	3
LAUNORA	3
LAURA-MARIA	3
LAURE-ANNE	3
LAUREEN	3
LAUREL	3
LAURELINE	3
LAURENTIA	3
LAWAHEZ	3
LAWAN	3
LAY	3
LÊ	3
LEDYA	3
LEELAWATHY	3
LEICA	3
LEÏLA	3
LEINA	3
LEISA	3
LEJSE	3
LELYAN	3
LEMONI	3
LENA-MARIA	3
LENEE	3
LENEMAI	3
LENE-MARGRETHE	3
LENE-MARIA	3
LENEMARIE	3
LENITA	3
LENKE	3
LENYA	3
LEONTINE	3
LESBIA	3
LETTE	3
LETTY	3
LEUDO	3
LEVI	3
LEVIN	3
LEVINA	3
LEWAN	3
LEYDI	3
LEYLI	3
LEZAN	3
LIANG	3
LICIE	3
LICKAN	3
LICKEN	3
LIDYA	3
LIES	3
LIESA	3
LIESEL	3
LIEVE	3
LIFFA	3
LIHONG	3
LI-HUA	3
LIISI	3
LIJUN	3
LILE	3
LILIAM	3
LILLIANNA	3
LILLJAN	3
LILY-ROSE	3
LIMIN	3
LIMING	3
LIND	3
LINETA	3
LINETH	3
LINKA	3
LIOBA	3
LIQUN	3
LISABET	3
LISALOTTE	3
LISE-LENE	3
LISELENE	3
LISETH	3
LIS-GRETHE	3
LISJAN	3
LISKA	3
LISSAN	3
LISS-ANN	3
LISSET	3
LISSIA	3
LIS-VIBEKE	3
LIT	3
LIUCIJA	3
LIVA-SOFIE	3
LIVETA	3
LIVI	3
LÍVIA	3
LIWA	3
LIYUN	3
LIZAN	3
LIZANDRA	3
LIZEL	3
LIZELL	3
LIZZI-ANN	3
LJEONORA	3
LJEPOSAVA	3
LJUDMILLA	3
LJULJJETA	3
LJULJZIME	3
LJUMNIJE	3
LOBAT	3
LOES	3
LOJAIN	3
LOM	3
LONE-ELISABETH	3
LONEY	3
LONG	3
LORD	3
LOREDANA-ELENA	3
LORETTE	3
LORINE	3
LOTTEN	3
LOUANN	3
LOUELLA	3
LOUKIA	3
LOVÍSA	3
LUAN	3
LUANI	3
LU-ANN	3
LUANN	3
LUANNE	3
LUBOMIRA	3
LUCHA	3
LUCINE	3
LUCRECIA	3
LUDVIKKA	3
LUISANA	3
LUIZE	3
LULE	3
LULIA	3
LUMEN	3
LUMILLA	3
LUONG	3
LUPA	3
LURA	3
LUUISE	3
LYAN	3
LYCKE	3
LYDIAH	3
LYKKE-LISE	3
LYKKEMAJ	3
LYLIA	3
LYNETT	3
LYNNETTE	3
LYNSEY	3
LYTTE	3
MAAIDA	3
MAALI	3
MACAELA	3
MACHTELD	3
MADA	3
MADELEIN	3
MADELEN	3
MADIE	3
MADIGAN	3
MADILYN	3
MADLI	3
MAEDA	3
MAELLE	3
MAES	3
MAGDALINI	3
MAGRET	3
MAGRETE	3
MAHABAT	3
MAHAN	3
MAHASIN	3
MAHBOBA	3
MAHFOOZ	3
MAHGUL	3
MAHIK	3
MAHINA	3
MAHJABIN	3
MAHMONIR	3
MAH-NOOR	3
MAHRAB	3
MAHREEN	3
MAHSHAD	3
MAIDIS	3
MAIJA-LEENA	3
MAIKIE	3
MAILEN	3
MAI-LOUISE	3
MAIRAH	3
MAISOUN	3
MAISSAA	3
MAITANE	3
MAIZA	3
MAJDOLIN	3
MAKA	3
MAKARIM	3
MAKFIRE	3
MAKFIRET	3
MALAKI	3
MALAR	3
MALARVILY	3
MALAVIKA	3
MALEEKA	3
MALEEN	3
MALIARAK	3
MALICCA	3
MALINDI	3
MALIYA	3
MALIYAH	3
MALLORY	3
MALOUNA	3
MALVA	3
MALYUUN	3
MAM	3
MAMMA	3
MAMONA	3
MANAAL	3
MANALE	3
MANAMI	3
MANESA	3
MANI	3
MANIA	3
MANIMALA	3
MANIZA	3
MANIZHA	3
MANJARI	3
MANJE	3
MANJINDER	3
MANJULADEVI	3
MANOLIA	3
MANSOOREH	3
MAO	3
MAQSOOD	3
MAR	3
MARBELLA	3
MÁRCIA	3
MARDIN	3
MAREJKE	3
MAREN-MARIE	3
MARENTE	3
MARETHA	3
MAREYA	3
MARGEN	3
MARGERET	3
MARGITHE	3
MARGUERITTE	3
MARGUN	3
MARGUNN	3
MARGURITE	3
MARIA-CECILIE	3
MARIA-CLAUDIA	3
MARIA-HELENA	3
MARIA-ISABEL	3
MARIA-ISABELLA	3
MARIANDL	3
MARIANGELA	3
MARIA-TERESA	3
