Fornavne til mænd pr. 1. januar 2013

Navn	ANTAL
KITTI	2
KIUMARS	2
KIVISAN	2
KIYA	2
KJAZIM	2
KJELL-ERIK	2
KJERSTEIN	2
KJERSTEJN	2
KJERULF	2
KJÆRGAARD	2
KLAIDAS	2
KLAN	2
KLAUDI	2
KLAUDIJUS	2
KLAUDIO	2
KLAUDIUS	2
KLAUDIUSZ	2
KLAUS-MICHAEL	2
KLAUS-RÜDIGER	2
KLAUS-ULRIK	2
KLEIN	2
KLIMENT	2
KNUD-AXEL	2
KNUD-BØRGE	2
KNUD-ELI	2
KNUDERIK	2
KNUD-ERLING	2
KNUD-HELGE	2
KNUD-JACOB	2
KNUD-JØRN	2
KNUD-KRISTIAN	2
KNUD-MAGNUS	2
KNUD-MOGENS	2
KNUD-OTTO	2
KNUD-WERNER	2
KNUT-ERIK	2
KOBIKRISHNA	2
KOCHER	2
KODO	2
KODY	2
KODZO	2
KOENRAAD	2
KOGULAN	2
KOHEI	2
KOJI	2
KOKILAN	2
KOKU	2
KOKULAN	2
KOLA	2
KOMAL	2
KOMLA	2
KOON	2
KOOS	2
KORAKOT	2
KORE	2
KORMAKUR	2
KORNELIJUS	2
KOSAR	2
KOSAY	2
KOSIT	2
KOSOVAR	2
KOSUKE	2
KOUAME	2
KOUROS	2
KOUSHIK	2
KOWTHAMAN	2
KRASEN	2
KREEN	2
KRENAR	2
KRESTER	2
KRIANGSAK	2
KRISHANTH	2
KRISHNAPILLAI	2
KRISNA	2
KRIST	2
KRISTIAAN	2
KRISTIÁN	2
KRISTJAR	2
KRISTÓF	2
KRISTOFERS	2
KRISTOFFUR	2
KRUNISA	2
KRUSE	2
KRYSPIN	2
KRZUSZTOF	2
KRZYSZOF	2
KRZYZTOF	2
KSAWIER	2
KUBAD	2
KUCUK	2
KUGATHAS	2
KUGATHASAN	2
KUKA	2
KUL	2
KULBIR	2
KULVIR	2
KULWANT	2
KUMANAN	2
KUMARADAS	2
KUNALINGAM	2
KUNG	2
KUNWAR	2
KURBANI	2
KURSAT	2
KURT-ALBERT	2
KURTES	2
KURT-WERNER	2
KURT-WILLY	2
KUSAI	2
KUTAIBA	2
KUZMA	2
KWANG	2
KWEKU	2
KWESI	2
KYAMIL	2
KYAN	2
KÜÇÜK	2
KYNDE	2
KYRIL	2
KYRILL	2
KÄRLIS	2
KÆVIN	2
KØKSAL	2
KÖKSAL	2
KÅVE	2
L	2
LAARBI	2
LACKSHAN	2
LADISLAU	2
LAFI	2
LAGONI	2
LAHIB	2
LAIMONIS	2
LAINE	2
LAIQ	2
LAIS	2
LAISVUNAS	2
LAKSHMI	2
LAKSHYA	2
LALSHAH	2
LAMAR	2
LAMBROS	2
LANDO	2
LANDON	2
LANDY	2
LANG	2
LAP	2
LARIS	2
LARS-ARNE	2
LARS-EBBE	2
LARS-EJLER	2
LARS-EVALD	2
LARS-FLEMMING	2
LARS-GUNNAR	2
LARS-KENNETH	2
LARS-MIKAEL	2
LARS-MORTEN	2
LARS-NIKOLAJ	2
LARSOLE	2
LARS-UFFE	2
LASO	2
LASSE-MICHAEL	2
LASSI	2
LASSINA	2
LASZE	2
LÁSZLO	2
LAUERS	2
LAUGO	2
LAUIN	2
LAUQUEN	2
LAUR	2
LAURAS	2
LAURENTS	2
LAURUS	2
LAURY	2
LAUSE	2
LAUTARO	2
LAVE	2
LAVIN	2
LAVRANS	2
LAVRITS	2
LAWEND	2
LAWK	2
LAXUMAN	2
LAYAD	2
LAYE	2
LAZ	2
LAZZE	2
LEA	2
LEBAN	2
LECK	2
LEDRI	2
LEEN	2
LEEROY	2
LEGESSE	2
LEHN	2
LEIB	2
LEIF-BO	2
LEIF-ERIK	2
LEMAR	2
LENDI	2
LENHARD	2
LENTZ	2
LEÓN	2
LEONE	2
LÉOPOLD	2
LERON	2
LES	2
LETTERIO	2
LEUNG	2
LEVANI	2
LEWY	2
LEX	2
LIAGAT	2
LIANN	2
LIBORIO	2
LICHAO	2
LIE	2
LIEU	2
LIEUWE	2
LIGGJAS	2
LIJUN	2
LIK	2
LIKAS	2
LIKHIT	2
LIMAN	2
LINCOLN	2
LINDAL	2
LINDRIT	2
LINDSAY	2
LINGUS	2
LINN	2
LINNART	2
LINOR	2
LINVIG	2
LIPING	2
LIRIAN	2
LIUBOMYR	2
LIUDAS	2
LIVAN	2
LIWA	2
LIYANG	2
LJUAN	2
LJUBE	2
LJUBISAV	2
LOAJ	2
LOAN	2
LOKANATHAN	2
LON	2
LONGCHUN	2
LONGFEI	2
LOOYAAN	2
LÓRÁND	2
LORI	2
LORNE	2
LOT	2
LOUIS-EMIL	2
LOUKAS	2
LOUNES	2
LUAS	2
LU'AY	2
LUBEN	2
LUCAS-OLIVER	2
LUCASS	2
LUCASZ	2
LUCIAN-CRISTIAN	2
LUCKAZ	2
LUCU	2
LUDEK	2
LUDGER	2
LUDOLPH	2
LUDOVICK	2
LUDOVICUS	2
LUKHMAN	2
LUN	2
LUNDGAARD	2
LUTFIJA	2
LUTHER	2
LUTVI	2
LUTVIJA	2
LUXSHAN	2
LUYEN	2
LYLE	2
LYNG	2
LYNN	2
LYON	2
LÜTJE	2
LYUBCHO	2
LYUBOSLAV	2
LYUTVI	2
MAASSANNGUAQ	2
MACE	2
MADAR	2
MADDA	2
MADDY	2
MADHUR	2
MADHUSUDHAN	2
MADS-ALFRED	2
MADS-BO	2
MADSEMIL	2
MADS-HOLGER	2
MADS-JACOB	2
MADS-JAKOB	2
MADS-JOHAN	2
MADS-JULIUS	2
MADS-JØRN	2
MADS-KRISTOFFER	2
MADS-MATHIAS	2
MADS-OVE	2
MAËL	2
MAEN	2
MAGDAL	2
MAGDE	2
MAGHSOUD	2
MAGIC	2
MAGNILD	2
MAGOMED-EMIN	2
MAGOR	2
MAHARAJAH	2
MAHARJAN	2
MAHBUBULLAH	2
MAHD	2
MAHDE	2
MAHENDIRAN	2
MAHESHWAR	2
MAHFUZ	2
MAHINTHAN	2
MAHMED	2
MAHMMUD	2
MAHMUDI	2
MAHTABUDDIN	2
MAHTAR	2
MAHTARR	2
MAHVAN	2
MAIC	2
MAICK	2
MAICOL	2
MAIRBEK	2
MAITHEM	2
MAJALIWA	2
MAJIID	2
MAKEEN	2
MAKOTO	2
MAKRAM	2
MALGAARD	2
MALIGIAQ	2
MALIKI	2
MALISA	2
MALKIT	2
MALLI	2
MALLIC	2
MALLICK	2
MALTE-EMIL	2
MALTIN	2
MAMADY	2
MAMBO	2
MAME	2
MAMMO	2
MAMUN	2
MANABU	2
MANAN	2
MANAZAR	2
MANDELA	2
MANIKANDAN	2
MANIT	2
MANJINDER	2
MANJUNATH	2
MANLY	2
MANN	2
MANOHAR	2
MANOIL	2
MANOJKUMAR	2
MANOKARAN	2
MANOLITO	2
MANOS	2
MANOT	2
MANPREET	2
MANSHAD	2
MANUELE	2
MAOQUAN	2
MAPAL	2
MARADONA	2
MARAN	2
MARAWAN	2
MARCELIN	2
MARCELLINUS	2
MARC-PHILIP	2
MARCU	2
MARCUS-EMIL	2
MARIAN-CRISTIAN	2
MÁRIO	2
MÁRIS	2
MARIUS-ADRIAN	2
MARIUS-ALIN	2
MARIUS-ANDREI	2
MARIUS-CATALIN	2
MARIUS-CIPRIAN	2
MARIUS-EMIL	2
MARIUS-GABRIEL	2
MARIUS-IULIAN	2
MARIUS-MIHAITA	2
MARIUSS	2
MARIYAN	2
MARJUS	2
MARKAN	2
MARKIL	2
MARKOR	2
MARK-PHILIP	2
MARLI	2
MARLIN	2
MARLING	2
MARNE	2
MARNUS	2
MAROUANE	2
MARQ	2
MARSHAL	2
MARTIM	2
MARTÍN	2
MARTIN-PETER	2
MARTY	2
MARUF	2
MARWAAN	2
MARY	2
MARYAN	2
MARZOUK	2
MASARU	2
MASATOSHI	2
MASCUD	2
MASEHULLA	2
MASHHOOD	2
MASOOM	2
MASSANGO	2
MASSIH	2
MÁTE	2
MATÉO	2
MATHAI	2
MATHIN	2
MATHISHAN	2
MATHUSAN	2
MATIES	2
MATIL	2
MATISSE	2
MATIWOS	2
MATKO	2
MATTY	2
MATÚS	2
MATVEY	2
MATVIY	2
MÁTYÁS	2
MAULIK	2
MAUNUS	2
MAURAN	2
MAURITIUS	2
MAURYCY	2
MAWULI	2
MAX-PETER	2
MAXUS	2
MAYAN	2
MAYANK	2
MAYKEL	2
MAYNARD	2
MAZAN	2
MAZAR	2
MAZE	2
MAZHER	2
MAZLOUM	2
MBARAK	2
M'BARK	2
MEARM	2
MECNUN	2
MECO	2
MED	2
MEDIAN	2
MEDZAIT	2
MEDZHNUN	2
MEELIS	2
MEER	2
MEGHA	2
MEH	2
MEHARI	2
MEHBOOB	2
MEHDIJA	2
MEHIEDDINE	2
MEHMETALI	2
MEHMETCAN	2
MEHNDI	2
MEHR	2
MEHTAB	2
MEHYAR	2
MEI	2
MEINAR	2
MEINHART	2
MEINO	2
MEJOR	2
MEKAEL	2
MEKLAS	2
MELBOURNE	2
MELDIN	2
MELIAN	2
MELICAS	2
MELIS	2
MELVIS	2
MEMETRESHAT	2
MENACHEM	2
MENAHEM	2
MENAN	2
MENELAOS	2
MENSUD	2
MERDZHAN	2
MEREDIN	2
MERHAWI	2
MERIAN	2
MERIM	2
MERLYN	2
MEROUANE	2
MERRICK	2
MERTKAAN	2
MERTKAN	2
MERVEIL	2
MERZUK	2
MESSIAS	2
METECAN	2
METHUSAN	2
METODIJE	2
MEVLAN	2
MEYSAM	2
MEZHER	2
MEZIANE	2
MHAMAD	2
MHAMMED	2
MIAD	2
MICAELL	2
MICAIL	2
MICAN	2
MICASS	2
MICCEL	2
MICHAEEL	2
MICHAEL-BO	2
MICHALAKIS	2
MICHELI	2
MICHELLE	2
MICHI	2
MICKAËL	2
MICKLO	2
MIDI	2
MIDZAIT	2
MIFTAR	2
MIHAI-ALEXANDRU	2
MIHAI-BOGDAN	2
MIHALIS	2
MIHEL	2
MIHLAS	2
MIHRALI	2
MIHRAN	2
MIKAYEEL	2
MIKDAT	2
MIKELE	2
MIKIAS	2
MIKIO	2
MIKISOQ	2
MIKISULUK	2
MIKKA	2
MIKKEL-MATHIAS	2
MIKREM	2
MIL	2
MILAT	2
MILCHO	2
MILKO	2
MILLADS	2
MILLARD	2
MILOJKO	2
MILOSLAV	2
MILTIADIS	2
MILUN	2
MIMO	2
MINAN	2
MINHAL	2
MINJA	2
MINJIE	2
MIQDAD	2
MIRAD	2
MIRALI	2
MIRDON	2
MIRHAD	2
MIRVEIS	2
MIRZAD	2
MISAEL	2
MITALIP	2
MITESH	2
MITHAD	2
MITHAQ	2
MITJA	2
MITSURU	2
MIVAN	2
MIZGIN	2
MOADH	2
MOAEID	2
MOATASEM	2
MOAYED	2
MODASAR	2
MODE	2
MODHAR	2
MODI	2
MOFEED	2
MOFID	2
MOHAB	2
MOHAIMAN	2
MOHAMAD-ALI	2
MOHAMADI	2
MOHAMED-AMIIN	2
MOHAMED-AMIN	2
MOHAMEDAMIN	2
MOHAMED-AMINE	2
MOHAMED-DEEQ	2
MOHAMEDDEEQ	2
MOHAMEDDEQ	2
MOHAMEDNOOR	2
MOHAMEDSADIQ	2
MOHAMID	2
MOHAMMAD-AMIN	2
MOHAMMADEBRAHIM	2
MOHAMMAD-MEHDI	2
MOHAMMAD-REDA	2
MOHAMMADULLAH	2
MOHAMMED-ALI	2
MOHAMMEDI	2
MOHAMUUD	2
MOHANA	2
MOHANAKUMAR	2
MOHANARAJ	2
MOHANARAJAH	2
MOHANATHASAN	2
MOHANNED	2
MOHAYMAN	2
MOHEMAD	2
MOHIB	2
MOHIEDDIN	2
MOHMED	2
MOHNISH	2
MOHOMED	2
MOHSSIN	2
MOHTASSEM	2
MOJAHED	2
MOJIB	2
MOKDAD	2
MOKHMAD	2
MOMAN	2
MOMTAZ	2
MONADHIL	2
MONEEB	2
MONGKHON	2
MONJI	2
MONSEF	2
MONTHON	2
MOR	2
MORAN	2
MORDECHAY	2
MORDEKHAI	2
MORSHED	2
MORTADHA	2
MORTIMER	2
MORTON	2
MOSAVER	2
MOSAYEB	2
MOSBAH	2
MOSHTABA	2
MOSSAD	2
MOSTAFFA	2
MOTAZ	2
MOTIEJUS	2
MOUADH	2
MOUFID	2
MOUHAMADOU	2
MOUHIB	2
MOUHSIN	2
MOUIN	2
MOUKHTAR	2
MOULDI	2
MOUNER	2
MOUNIF	2
MOUNS	2
MOUTAZ	2
MOVSAR	2
MOWAFFAQ	2
MOWLIID	2
MOZAFFAR	2
MRIDUL	2
MSHARI	2
MU	2
MUAFFAK	2
MUAMAL	2
MUAMET	2
MUAZZAM	2
MUBAARIK	2
MUBIN	2
MUDDSAR	2
MUDZAIT	2
MUEED	2
MUGDIM	2
MUGDIN	2
MUGUR-IOAN	2
MUHAIMAN	2
MUHAMED-ALI	2
MUHAN	2
MUHANNED	2
MUHEBULLAH	2
MUHEDIN	2
MUHIB	2
MUHMMAD	2
MUHUDIN	2
MUHUNTHAN	2
MUJADIN	2
MUJEDIN	2
MUJIBULLAH	2
MUJIBULRAHMAN	2
MUJTABAH	2
MUK	2
MUKARAM	2
MUKARRAM	2
MUKHLIS	2
MUKHTIAR	2
MUKREMIN	2
MUKTHAR	2
MULAZ	2
MULLE	2
MUNDER	2
MUNG	2
MUNISH	2
MUNSOOR	2
MUNTATHER	2
MUNTAZAR	2
MUNWAR	2
MUOI	2
MUQADAS	2
MUQTAAR	2
MURALITHARAN	2
MURALITHAS	2
MURATCAN	2
MURRAY	2
MURSEL	2
MURSHED	2
MURTALA	2
MURTDA	2
MURTEZ	2
MURTZA	2
MURUGANANTHAN	2
MURUGATHAS	2
MURUGIAH	2
MUS'AB	2
MUSAFIRI	2
MUSAN	2
MUSAWIR	2
MUSBAH	2
MUSHAB	2
MUSLUM	2
MUSSTAFA	2
MUSTAFFA	2
MUTASEM	2
MUTESASIRA	2
MUTHAIYA	2
MUTHANA	2
MUTHULINGAM	2
MUZAMAL	2
MUZAMMEL	2
MYAT	2
MÜHITTIN	2
MÜKAIL	2
MYKREMIN	2
MYKYTA	2
MÜNÜR	2
MYROSLAV	2
NAAMA	2
NABAA	2
NABY	2
NADAL	2
NADAV	2
NADESAN	2
NADIL	2
NADIN	2
NAEF	2
NAFEL	2
NAFIE	2
NAHIT	2
NAHRO	2
NAIB	2
NAIEM	2
NAIIM	2
NAIP	2
NAJEB	2
NAJEEBULLAH	2
NAJEH	2
NAJM	2
NAJMADIN	2
NAKARIN	2
NAKHARIN	2
NALAYE	2
NAMATULLA	2
NAMATULLAH	2
NAMDAR	2
NAMIQ	2
NANCO	2
NAND	2
NANDAKUMAR	2
NANGIALY	2
NANYU	2
NAPHAT	2
NAQASH	2
NAQI	2
NAR	2
NARAYANA	2
NARAYANAN	2
NARCIS-ALEXANDRU	2
NARCISO	2
NARCISSE	2
NARCYZ	2
NAREN	2
NARES	2
NARIN	2
NARONG	2
NARSIMHA	2
NASEM	2
NASIB	2
NASIBULLAH	2
NASIF	2
NASRUDIN	2
NATNAEL	2
NATTAPON	2
NATTHAPOL	2
NAUD	2
NAUFAL	2
NAUM	2
NAUROZ	2
NAVANEETHAN	2
NAVARAJ	2
NAVDEEP	2
NAVINDER	2
NAVTEJ	2
NAWA	2
NAWAZISH	2
NAWED	2
NAWZAT	2
NAYDEN	2
NAYIF	2
NAYIM	2
NAZBI	2
NAZEH	2
NEAMAN	2
NEAMATULLA	2
NECAT	2
NECATIN	2
NECATTIN	2
NECHIRWAN	2
NECO	2
NED	2
NEDELCHO	2
NEDIN	2
NEDJAD	2
NEDZADI	2
NEGA	2
NEGASH	2
NEHEMIAH	2
NEHEMIAS	2
NEHME	2
NEJMI	2
NEKMAL	2
NEKTARIOS	2
NELU	2
NELUTU	2
NEMAI	2
NEMAT	2
NERFID	2
NERIUS	2
NERMAN	2
NERO	2
NESA	2
NESCO	2
NESIB	2
NEVER	2
NEVIL	2
NEVZET	2
NEWZAD	2
NEXHIP	2
NEZAIM	2
NEZARETIN	2
NEZHDET	2
NGA	2
NGHIEP	2
NGIAN	2
NGOAN	2
NHIAL	2
NHIEN	2
NHIEU	2
NIAN	2
NIBAL	2
NICAIL	2
NICCLAS	2
NICCOLÒ	2
NICHOLA	2
NICHOLAES	2
NICHOLAZ	2
NICHOLEI	2
NICKALAS	2
NICKE	2
NICKLASS	2
NICKOLAY	2
NICLAZ	2
NICODEMUS	2
NICOLAE-CLAUDIU	2
NICOLAE-COSMIN	2
NICOLAE-STEFAN	2
NICOS	2
NICULAI	2
NIDAS	2
NIELLS	2
NIELS-	2
NIELSAAGE	2
NIELS-ALLAN	2
NIELS-AXEL	2
NIELS-BIRGER	2
NIELS-CHRISTEN	2
NIELS-EVALD	2
NIELS-FERDINAND	2
NIELS-HELGE	2
NIELSHENRIK	2
NIELS-JEPPE	2
NIELS-JØREN	2
NIELS-KARL	2
NIELS-OLAF	2
NIELS-OLAV	2
NIELS-OSCAR	2
NIELS-PAVIA	2
NIELS-RICHARD	2
NIELS-VAGN	2
NIELS-VIGGO	2
NIELS-VIKTOR	2
NIELS-WILLIAM	2
NIGJAIL	2
NIGOL	2
NIJS	2
NIKAIL	2
NIKESH	2
NIKICA	2
NIKIJS	2
NIKKIE	2
NIKOLAJE	2
NIKOLANGUAQ	2
NIKOLEI	2
NIKOLL	2
NIKOLOZ	2
NIKY	2
NILAKSAN	2
NILAM	2
NILAZ	2
NILESHAN	2
NILS-BJØRN	2
NILS-EMIL	2
NILUS	2
NIMAI	2
NIMALAN	2
NIMALANATHAN	2
NIMEH	2
NIMET	2
NIMISH	2
NIMO	2
NINEL	2
NINOSLAV	2
NINUS	2
NIRAJAN	2
NIRAN	2
NIRESH	2
NIROSAN	2
NIRUJAN	2
NIRUPAN	2
NIRUSAN	2
NIRUT	2
NIS-CHRISTIAN	2
NIS-ERIK	2
NISHANT	2
NIS-JØRN	2
NITHURSHAN	2
NITHUS	2
NITHUSAN	2
NITYANAND	2
NIVAN	2
NIWAR	2
NIWAT	2
NIZAMI	2
NJOGU	2
NOAH-ALEXANDER	2
NOAH-WILLIAM	2
NOBEL	2
NOBORU	2
NOBU	2
NOBUHIRO	2
NOELL	2
NOHA	2
NOI	2
NOLBERTO	2
NOLI	2
NOMER	2
NONG	2
NOORUDDIN	2
NOORULHAQ	2
NOPPHARAT	2
NORADIN	2
NORIO	2
NORMAND	2
NORMEN	2
NOROUZ	2
NOSA	2
NOSHAD	2
NOUHOU	2
NOUJAN	2
NOURELDIN	2
NOUROU	2
NOURREDDINE	2
NOVO	2
NOYAN	2
NOZAD	2
NOZAR	2
NSUBUGA	2
NTAMBUE	2
NUKAPPIARAQ	2
NUKARAQ	2
NUKARTAANNGUAQ	2
NÚMI	2
NURAL	2
NURALI	2
NURIDIN	2
NURMI	2
NUSRETTIN	2
NYHOLM	2
NZUZI	2
O	2
OBAIDULLA	2
OBAY	2
OBEID	2
OBEIDA	2
OBEIDULLAH	2
OBEL	2
OCAL	2
ODDLEIF	2
ODDMUND	2
ODNI	2
ÓFEIGUR	2
OFFER	2
OFIR	2
OGUR	2
OHENE	2
OHRAN	2
OISIN	2
OJARS	2
OKKE	2
OLAD	2
OLADIPUPO	2
ÒLAFUR	2
OLANA	2
OLANIYI	2
OLE-BENT	2
OLE-BRIAN	2
OLE-CARSTEN	2
OLE-JAN	2
OLEN	2
OLGIERD	2
OLIMPIU	2
OLIVERS	2
OLIVUR	2
OLJA	2
OLRIK	2
OLUBUNMI	2
OLUSEGUN	2
OLUSEYI	2
OLUWASEYI	2
OLVAN	2
OMEID	2
ÔMER	2
ON	2
ONGUN	2
ONIK	2
ONNI	2
OPIRA	2
OREOLUWA	2
ORFAN	2
ORFEJ	2
ORGES	2
ORHUN	2
ORUC	2
OSAHON	2
OSAKPOLO	2
OSEE	2
OSITA	2
OSKÁR	2
ÒSKAR	2
OSZKAR	2
OTHMANE	2
OTO	2
OTTI	2
OTTO-EMIL	2
OUALID	2
OUASSIM	2
OUDI	2
OUTEY	2
OVE-EMIL	2
OVIDIU-	2
OVIDIU-FLORIN	2
OVIE	2
OVIYAN	2
OWUSU	2
OYBEK	2
OZAIR	2
OZGUR	2
OZKAR	2
P	2
PAALU	2
PACIFIC	2
PAICK	2
PAIVASTOON	2
PALANIVEL	2
PALDEN	2
PALNER	2
PALWINDER	2
PAMIR	2
PANAYOTE	2
PANNEERSELVAM	2
PANTELIJA	2
PANYA	2
PAO	2
PAP	2
PARAG	2
PARAMANATHAN	2
PARANEETHARAN	2
PARANTHAMAN	2
PARASHAR	2
PARIKSHIT	2
PARINYA	2
PARIS	2
PARKER	2
PARMJIT	2
PARNO	2
PARTH	2
PARVAIZ	2
PARWAIZ	2
PARWEIZ	2
PASA	2
PASCUAL	2
PASI	2
PASKARAN	2
PASOON	2
PASUPATHY	2
PATIENT	2
PATRIKAS	2
PATRIKK	2
PAUL-ALEXANDER	2
PAUL-CHRISTIAN	2
PAUL-EJNER	2
PAULIN	2
PAUL-JØRGEN	2
PAULLI	2
PAUL-RENE	2
PAULS	2
PAUL-STEFAN	2
PAVELAS	2
PAVLIN	2
PAYWAND	2
PECO	2
PEDER-BENT	2
PEDJA	2
PEERAPONG	2
PEER-HENRIK	2
PEETER	2
PELÉ	2
PELLE-EMIL	2
PELLEGRINO	2
PEMA	2
PENCHO	2
PEPIJN	2
PEPPINO	2
PER-ALLAN	2
PER-ANKER	2
PER-BJØRN	2
PER-BO	2
PER-CHRISTIAN	2
PERCIVAL	2
PERE	2
PER-EJNER	2
PERI	2
PERICLES	2
PERINPAM	2
PERINPANATHAN	2
PER-OLAF	2
PER-OLAV	2
PËRPARIM	2
PER-RENÉ	2
PERVIZ	2
PESHTIWAN	2
PETER-ALEXANDER	2
PETER-ANDRÉ	2
PETER-AUGUST	2
PETER-HASSE	2
PETER-HEINZ	2
PETER-JOHAN	2
PETER-JØRN	2
PETER-LOUIS	2
PETER-MIKAEL	2
PETER-PAUL	2
PETER-THOMAS	2
PETER-ULRIK	2
PETER-UWE	2
PETER-VILHELM	2
PETER-WILHELM	2
PETTERI	2
PETYO	2
PHANI	2
PHARADON	2
PHILIPE	2
PHILIPO	2
PHILIPPOS	2
PHILLIPH	2
PHILLIPOS	2
PHILLIPPE	2
PHONGSAKORN	2
PHONGSATHON	2
PHUA	2
PHUM	2
PHURIDET	2
PIERANGELO	2
PIERE	2
PIERLUIGI	2
PIERRÉ	2
PIERRE-HENRI	2
PIERRICK	2
PIERROT	2
PIERS	2
PIITAARAQ	2
PIITAQ	2
PIJUS	2
PIL	2
PILAL	2
PILO	2
PINGPING	2
PIO	2
PIORT	2
PIRATHIP	2
PIRAVIN	2
PIRMIN	2
PIROUZ	2
PIRZADA	2
PISTA	2
PITANGUAK	2
PIUNG	2
PIYA	2
PLINIO	2
POLI	2
POMPILIU	2
PONGSAK	2
PONSUGE	2
POON	2
POORNA	2
POOYA	2
PORLEIFUR	2
POUL-AKSEL	2
POUL-ANCHER	2
POUL-ASGER	2
POUL-BJARNE	2
POUL-BJØRN	2
POUL-EJNAR	2
POUL-EMIL	2
POUL-ERIC	2
POUL-ERNST	2
POUL-EVALD	2
POUL-GERHARD	2
POUL-GERHARDT	2
POUL-GERNER	2
POUL-HEINRICH	2
POUL-HENRI	2
POUL-HERMAN	2
POULIN	2
POUL-JAKOB	2
POUL-JESPER	2
POUL-MICHAEL	2
POUL-OVE	2
POUL-PETER	2
POUL-RENÉ	2
POUL-ÅGE	2
POVL-HENNING	2
POVL-JØRN	2
POWEL	2
PRABHDEEP	2
PRABHJOT	2
PRAHLAD	2
PRAJAK	2
PRAMESH	2
PRAMOT	2
PRANAB	2
PRANAS	2
PRANAVAN	2
PRAPHON	2
PRASATH	2
PRATHAM	2
PRATHAP	2
PREBENN	2
PREHN	2
PREMANAND	2
PREMANATHAN	2
PRITESH	2
PRITHVI	2
PRITHVIRAJ	2
PRIYANTHA	2
PUNNIYAMOORTHY	2
PURAN	2
PURIYA	2
PUSHPA	2
PUSHPINDER	2
PUSPA	2
PUVANENDRAN	2
PYARALI	2
QAALID	2
QAHTAN	2
QANBAR	2
QAUSH	2
QEMAL	2
QIANLI	2
QIAO	2
QIHUA	2
QIMING	2
QIN	2
QINGFENG	2
QINGLONG	2
QING-YUAN	2
QIUYANG	2
QIVIOQ	2
QLIRIM	2
QUACH	2
QUDAR	2
QUSAY	2
RAAGE	2
RAAHIM	2
RABAR	2
RABER	2
RABIB	2
RABII	2
RABINDRA	2
RACAN	2
RACHAD	2
RADA	2
RADHAKRISHNA	2
RADIC	2
RADIM	2
RADIONS	2
RADOMAN	2
RADOSAV	2
RADOY	2
RADU-MIHAI	2
RADWAAN	2
RADY	2
RAE	2
RAEED	2
RAFA	2
RAFAAT	2
RAFEH	2
RAFFAEL	2
RAFFAELLO	2
RAFIL	2
RAFIQUL	2
RAFIS	2
RAFIT	2
RAGHAVA	2
RAGHBIR	2
RAGHEB	2
RAGHUVEER	2
RAGULAN	2
RAGUPARAN	2
RAHAN	2
RAHBÆK	2
RAHLF	2
RAHMO	2
RAHMY	2
RAIAN	2
RAIMON	2
RAIMUNDO	2
RAINAR	2
RAINO	2
RAJABALI	2
RAJAKULENDRAN	2
RAJARATNAM	2
RAJASEKARAN	2
RAJASINGAM	2
RAJESHWAR	2
RAJESWARAN	2
RAJO	2
RAJOO	2
RAJVIR	2
RAKAD	2
RAKESHKUMAR	2
RAMAZANI	2
RAMBOD	2
RAME	2
RAMES	2
RAMESHKUMAR	2
RAMMY	2
RAMOS	2
RAMSIN	2
RAMUKKANA	2
RAMUSH	2
RAMÜNAS	2
RAMZES	2
RANDI	2
RANDRUP	2
RANDVER	2
RANGANATHAN	2
RANJEET	2
RANSFORD	2
RAO	2
RAOF	2
RAOOF	2
RAPOLAS	2
RASA	2
RASAD	2
RASAN	2
RASEM	2
RASHIID	2
RASO	2
RATAN	2
RAULS	2
RAVAN	2
RAVEENDRAKUMAR	2
RAVEENTHIRAN	2
RAVNEET	2
RAWESH	2
RAYCO	2
RAYDON	2
RAYHAN	2
RAZAUL	2
RAZIEL	2
RAZMIK	2
RAZZ	2
RAZZAQ	2
REBAR	2
REBAS	2
REBEN	2
RÉDA	2
REDAR	2
REDDY	2
REDIR	2
REDMOND	2
REDO	2
REDUAN	2
REDZHEB	2
REENO	2
REGAN	2
RÉGIS	2
REHAAN	2
REHMI	2
REIJER	2
REIMON	2
REIN	2
REINDER	2
REINOUT	2
REJMER	2
REJMOND	2
REJNHOLDT	2
REKI	2
RELU	2
REMIGIO	2
REMMI	2
RENALDAS	2
RENALDO	2
RENALL	2
RENAR	2
RENAZ	2
RÈNE	2
RENI	2
RENIER	2
RENKE	2
RENNE	2
RENNÉ	2
RENNI	2
RENNO	2
RENU	2
RENZ	2
REO	2
RESHAM	2
RESO	2
REVAL	2
REZAK	2
REZENE	2
REZSO	2
REZZAN	2
RHENE	2
RHOD	2
RHODERICK	2
RI	2
RIAS	2
RICHÁRD	2
RIDAH	2
RIDUAN	2
RIENK	2
RIFKI	2
RIJAN	2
RIJAT	2
RIKARDO	2
RIKHARD	2
RILIND	2
RILWAN	2
RINALDAS	2
RINAT	2
RINE	2
RIPUDAMAN	2
RISHABH	2
RISHAN	2
RITCHI	2
RITHIK	2
RIYAZ	2
RIZAL	2
RIZIKI	2
RIZKY	2
ROA	2
ROAHL	2
ROBAR	2
ROBB	2
ROBERT-ALEXANDRU	2
ROBERT-ANDREI	2
ROBERT-GEORGE	2
ROCHDI	2
ROCKO	2
ROCKSON	2
RODMUND	2
RODRIGUE	2
ROEE	2
ROEEN	2
ROELF	2
ROHI	2
ROHID	2
RÓIN	2
ROJ	2
ROJHAN	2
ROJUS	2
ROKUR	2
ROLDAN	2
ROLL	2
ROLLO	2
ROLVUR	2
ROMANUS	2
