Fornavne til kvinder pr. 1. januar 2013

Navn	ANTAL
MALALI	6
MALATHI	6
MALEEHA	6
MALIINA	6
MALIKE	6
MALINKA	6
MALISA	6
MALUKA	6
MAMA	6
MAMIE	6
MAMOONA	6
MANEL	6
MANGALESWARY	6
MANHA	6
MANINDER	6
MARAH	6
MAREM	6
MAREN-LIS	6
MARET	6
MARGAUX	6
MARGITTA	6
MARIDEL	6
MARIE-FRANCE	6
MARIJANE	6
MÁRTA	6
MARUA	6
MARYLA	6
MASHAEL	6
MASOOMEH	6
MATEJA	6
MATHINA	6
MATHURA	6
MATTHILDUR	6
MAYIANNE	6
MAYKEN	6
MAY-LIS	6
MAYSOUN	6
MAYSUN	6
ME	6
MEDYA	6
MEHRANGIZ	6
MEHREEN	6
MEIMEI	6
MEIQIN	6
MEJREM	6
MEJREMA	6
MELBA	6
MELEA	6
MELODI	6
MEMONA	6
MEMOONA	6
MENAL	6
MENIKA	6
MENKA	6
MEREL	6
MEREME	6
MERETHA	6
MERJEM	6
MERLINDA	6
MERVENUR	6
MERVET	6
MESUDE	6
METTE-KRISTINE	6
METTE-MARIA	6
MEVLUDE	6
MIABELLA	6
MICHÉLLE	6
MIECZYSLAWA	6
MIE-LOUISE	6
MIGLENA	6
MILIKA	6
MILOJKA	6
MILOSAVA	6
MILOUDA	6
MINDA	6
MIRASOL	6
MIREME	6
MIREYA	6
MIRIAMA	6
MIRIJE	6
MIYA	6
MIZGIN	6
MLADENKA	6
MONTA	6
MONTHA	6
MU	6
MUBINA	6
MUI	6
MYRTLE	6
NAAJA	6
NADERA	6
NADEREH	6
NADIJE	6
NADUK	6
NAELA	6
NAEMA	6
NAEMI	6
NAGAT	6
NAGLAA	6
NAHEEDA	6
NAJET	6
NAJIBEH	6
NAJIMA	6
NAJMEH	6
NAJOUA	6
NAMRA	6
NANCIE	6
NANTHINI	6
NARMEEN	6
NARUEMON	6
NASIDE	6
NASMA	6
NASSRIN	6
NATASZA	6
NATHASCHA	6
NATIVIDAD	6
NATTALIE	6
NAWROZ	6
NAZO	6
NDEY	6
NDEYE	6
NEELUM	6
NEERU	6
NEFISE	6
NEIRA	6
NERMINE	6
NEVRIJE	6
NICHITA	6
NIHAD	6
NIKITHA	6
NILIE	6
NIPHA	6
NIRAN	6
NIRVANA	6
NISAKORN	6
NIVES	6
NOBUKO	6
NONNIE	6
NOOSHIN	6
NORMI	6
NUALA	6
NURGUL	6
NURIT	6
NURO	6
NUSAYBAH	6
NUSHEEN	6
NUSHIN	6
NUURA	6
NYAH	6
NÜRGÜL	6
NÆLDE	6
ODILE	6
OKTAVIA	6
OLLY	6
ONANONG	6
ORIANA	6
ORINTA	6
ORNELA	6
ORPA	6
OVIA	6
PAJA	6
PANAGIOTA	6
PANIK	6
PANTEA	6
PARINAZ	6
PARIS	6
PARIVASH	6
PARNUUNA	6
PARUL	6
PARWEEN	6
PARY	6
PATRISIA	6
PATTAMA	6
PAULE	6
PAWEENA	6
PELAGIA	6
PENINA	6
PERLITA	6
PERRINE	6
PERWIN	6
PHAILIN	6
PHAM	6
PHAN	6
PHATCHARIN	6
PHUC	6
PHUL	6
PILI	6
PIRET	6
PIXI	6
PORNPHAN	6
PORNSAWAN	6
PRAGYA	6
PRAPAPORN	6
PRAPHAI	6
PRAPHAPORN	6
PREMILA	6
PRISKA	6
PUSHPA	6
PÄIVI	6
QIU	6
QUE	6
QUI	6
RABIAB	6
RACHANA	6
RAFIYE	6
RAGAD	6
RAGINI	6
RAIAN	6
RAJINDER	6
RAJINI	6
RAJITHA	6
RAMIA	6
RAMINA	6
RANDIE	6
RANNA	6
RAQIA	6
RASHDA	6
RATKA	6
RATTIYA	6
RAUNI	6
RAVINDER	6
RAZIJE	6
REGULA	6
REINA	6
REMZIE	6
RENALYN	6
RENEÉ	6
RENÈE	6
RESMIJA	6
RETE	6
RIAN	6
RICA	6
RICKA	6
RIHAN	6
RIMANTE	6
RITCHEL	6
RKIA	6
ROKAYA	6
ROQAIA	6
ROSAMARIE	6
ROSEL	6
ROSE-MARIA	6
ROSITSA	6
ROSMARI	6
ROUEIDA	6
ROZARIN	6
RUDDIE	6
RUFIJE	6
RULA	6
RUNGTHIP	6
RUTT	6
SABAHA	6
SABITHA	6
SABREEN	6
SABRIA	6
SACIRA	6
SADBERE	6
SADIEH	6
SADIYO	6
SADO	6
SAFIE	6
SAFURA	6
SAHAM	6
SAHEL	6
SAHRISH	6
SAINA	6
SAJRA	6
SALADO	6
SALLY-ANN	6
SAMIRE	6
SAMIREH	6
SANGITA	6
SANGWAN	6
SANILA	6
SANTHINI	6
SANTINA	6
SARAH-EMILIE	6
SARAH-SOPHIE	6
SARIYE	6
SARKA	6
SARMILA	6
SAROJA	6
SAROLTA	6
SASHJA	6
SAVKA	6
SAWAT	6
SAWSSAN	6
SAYAKA	6
SCARLET	6
SEBAJET	6
SEBNEM	6
SEEMAB	6
SEIA	6
SEILA	6
SELAM	6
SELAMAWIT	6
SELVAMALAR	6
SENAIDA	6
SENEL	6
SENGUL	6
SERAFINA	6
SERMIJET	6
SEVIME	6
SEYCAN	6
SEYRAN	6
SHAFA	6
SHAHINA	6
SHAMSI	6
SHANYA	6
SHARA	6
SHAYLA	6
SHEBA	6
SHEIMA	6
SHERMIN	6
SHIELLA	6
SHOKO	6
SHOKRIA	6
SHRUTI	6
SHUMAILA	6
SHUYING	6
SIANG	6
SIETSKE	6
SIFKA	6
SIGI	6
SIGYN	6
SILLE-SOFIE	6
SILVIE	6
SINIKA	6
SINNY	6
SIRIMA	6
SIRWA	6
SISELL	6
SISSIE	6
SIVAN	6
SODABEH	6
SOGAND	6
SOGOL	6
SOL-BRITT	6
SOLBRITT	6
SOMBAT	6
SOMNUK	6
SONG	6
SOUHEILA	6
SOUZANE	6
SPOGMAI	6
SRIJANA	6
STAVROULA	6
STENIE	6
STJERNE	6
SUCAAD	6
SUFIA	6
SUHEIR	6
SUJITHA	6
SUJITRA	6
SULAJMA	6
SUMI	6
SUMIA	6
SUMITRA	6
SUPHAP	6
SUREE	6
SUREKA	6
SURJIT	6
SUSSANNA	6
SUTHA	6
SUTHAMATHY	6
SUWAN	6
SUWANNEE	6
SVANDIS	6
SÜHEDA	6
SYLKE	6
SYSSE	6
SÆUNN	6
TABIA	6
TAHMINEH	6
TAHREEM	6
TAIBE	6
TAJ	6
TAJMA	6
TALITHA	6
TAMAM	6
TARANEH	6
TATIANNA	6
TAZEEM	6
TENNIE	6
TESCHA	6
THAM	6
THANGAMMAH	6
THANJA	6
THAYANITHY	6
THIDA	6
THIDARAT	6
THIVYA	6
THONGBAI	6
THONGKHAM	6
THOREY	6
THORHILDUR	6
THORILD	6
TIBBE	6
TIKVA	6
TINAMARIA	6
TINE-MARIE	6
TIPPE	6
TITA	6
TOKA	6
TOMINE	6
TOOBA	6
TOURAN	6
TOURIA	6
TRINIDAD	6
TUBAY	6
TUKA	6
TUNA	6
TUNDE	6
ULFAT	6
ULYANA	6
UNDINE	6
VANA	6
VELIDA	6
VENETA	6
VENKATA	6
VESELA	6
VIANA	6
VIDOSAVA	6
VILIA	6
VILTE	6
VIMALADEVI	6
VINITHA	6
VIRGIE	6
VIVIKA	6
VLADICA	6
VLADISLAVA	6
VLASTA	6
VUKOSAVA	6
VÅR	6
WAFAE	6
WAFICA	6
WALDTRAUT	6
WANTHANA	6
WARLA	6
WEJDAN	6
WENJA	6
WIETSKE	6
WILLE	6
XIAOLIN	6
XIAOMEI	6
XIAOPING	6
XING	6
XINXIN	6
XIUQIN	6
YA	6
YAMUNA	6
YANISA	6
YASNA	6
YELDA	6
YETTE	6
YLFA	6
YNGVA	6
YNGVILD	6
YOGARANI	6
YONG	6
YTTA	6
YUEN	6
YUK	6
YUMNA	6
YUTING	6
YUWADEE	6
ZAKIEH	6
ZAMAN	6
ZANAB	6
ZANDA	6
ZANDIE	6
ZANIB	6
ZANNY	6
ZARGHOONA	6
ZAWADI	6
ZEENA	6
ZEMKA	6
ZETTE	6
ZHAO	6
ZHIAN	6
ZHOR	6
ZHU	6
ZHUO	6
ZIMONE	6
ZINAJDA	6
ZIYNET	6
ZOUBIDA	6
ZUBIA	6
ZVEZDANA	6
ZÜHAL	6
ZÜHRE	6
ZÖHRE	6
ÅGOT	6
AAMINA	5
AASIYA	5
AASTA	5
ABINA	5
ABIRA	5
ACACIA	5
ACHARA	5
ACHWAK	5
ADALETA	5
ADEELA	5
AFRODITA	5
AGGIE	5
AGTH	5
AHLAAM	5
AHSEN	5
AIAT	5
AÏCHA	5
AICHE	5
AIHUA	5
AILIN	5
AISCHA	5
AISLING	5
AISTÉ	5
AIVA	5
AJANA	5
AJAT	5
AJNET	5
AJRIJE	5
ALA'A	5
ALAYA	5
ALENKA	5
ALESHA	5
ALETH	5
ALEVTINA	5
ALFI	5
ALI	5
ALICHA	5
ALIJE	5
ALIKA	5
ALINA-MARIA	5
ALKA	5
ALLIA	5
ALYSON	5
AMARYLLIS	5
AMBRA	5
AMBRIN	5
AMBROSIA	5
AMÈLIE	5
AMERICA	5
AMISHA	5
AMITA	5
AMPARO	5
ANAMARIJA	5
ANAS	5
ANDELKA	5
ANDJELINA	5
ANDJELKA	5
ANDREE	5
ANDREINA	5
ANDRIANA	5
ANÉE	5
ANGÉLICA	5
ANGELYN	5
ANIZETTE	5
ANNA-AMALIE	5
ANNA-CARINA	5
ANNA-CATHRINE	5
ANNA-DORTE	5
ANNA-GRETA	5
ANNA-KATHARINA	5
ANNA-LUCIA	5
ANNA-MAJA	5
ANNAMAJA	5
ANNA-MATHILDE	5
ANNA-VIBEKE	5
ANN-CATRIN	5
ANNÉ	5
ANNE-DITTE	5
ANNE-DORRIT	5
ANNE-GERDA	5
ANNE-KARI	5
ANNE-KATRIN	5
ANNE-LI	5
ANNELISBETH	5
ANNE-MARGIT	5
ANNEMIEKE	5
ANNE-MONE	5
ANNEROSE	5
ANN-GITTE	5
ANNIESETTE	5
ANNI-GRETHE	5
ANN-JANET	5
ANN-JEAN	5
ANN-JULIE	5
ANN-LINE	5
ANNMARIA	5
ANNSOFI	5
ANN-TINA	5
ANOMA	5
ANOUSKA	5
ANSAR	5
ANTIGONE	5
ANTONETA	5
ANTONIETA	5
ANULA	5
ANUPAMA	5
APOLLONIA	5
AQEELA	5
AQELA	5
ARANYA	5
ARENZE	5
ARGYRO	5
ARIJ	5
ARIYA	5
ARJANA	5
ARNANGUAK	5
ARNITA	5
ARPITA	5
ARSHIA	5
ARTIOLA	5
ARUN	5
ARUNTHATHY	5
ARZI	5
ÁSDIS	5
ASHLEIGH	5
ASHTI	5
ASHWINI	5
ASIE	5
ASIEH	5
ASKA	5
ASMAT	5
ASMITA	5
ÁSRÚN	5
ATANASKA	5
ATENA	5
ATHALIA	5
ATHALIE	5
ATHRAA	5
ATIFET	5
AUKJE	5
AULI	5
AVIJAAJA	5
AVUSE	5
AWAT	5
AWIN	5
AYNI	5
AYSA	5
AYSER	5
AYSIN	5
AYUMI	5
AZEMA	5
BACH	5
BADIAH	5
BADRA	5
BADRIE	5
BADRIEH	5
BADRIYA	5
BAHARAK	5
BAHATI	5
BAHTIJE	5
BALKIS	5
BANEN	5
BANG-ORN	5
BANJONG	5
BASHAER	5
BASRA	5
BASSIMA	5
BASSMA	5
BATSEBA	5
BATULO	5
BAWI	5
BEDA	5
BEENISH	5
BEGITTA	5
BEHARE	5
BEISA	5
BELA	5
BELENDA	5
BENGTHA	5
BENJAMAT	5
BERGHILD	5
BESMIRA	5
BESMIRE	5
BESSY	5
BEYAZ	5
BIBI-ANN	5
BINDU	5
BIRITH	5
BLERONA	5
BODE	5
BOGLÁRKA	5
BOI	5
BOTHILLA	5
BRIANA	5
BRIDDIE	5
BRIGID	5
BRITTE	5
BRONISLAWA	5
BRUNHILD	5
BTISSAM	5
BUAPHAN	5
BUSABA	5
CAITLYN	5
CAIXIA	5
CAMA	5
CAN	5
CANA	5
CANDIDA	5
CARIDAD	5
CARITAS	5
CAROLYNE	5
CATHLIN	5
CEA	5
CELENE	5
CELESTINA	5
CÉLIA	5
CELINDA	5
CELINN	5
CENTA	5
CEVRIYE	5
CHALAEM	5
CHANCHIRA	5
CHANDRIKA	5
CHARITE	5
CHARLIN	5
CHER	5
CHIAKI	5
CHIKA	5
CHIKITA	5
CHIOMA	5
CHIRINE	5
CHIRSTINE	5
CHLOË	5
CHRISTINA-MARIA	5
CHRYSANTHI	5
CHUAN	5
CHUTINAN	5
CIMONE	5
CLARA-AMALIE	5
CLARA-EMILIE	5
CLARICE	5
CLARY	5
CLELIA	5
CLOE	5
CLOTHILDE	5
CONG	5
CONSOLACION	5
CONSTANZA	5
CONSUELO	5
CORRINA	5
CRISANTA	5
DA	5
DAGNIJA	5
DALJIT	5
DANIYAH	5
DANNIE	5
DAR	5
DEDE	5
DEKO	5
DELFINA	5
DENEZIA	5
DENITA	5
DESPINA	5
DIANA-MARIA	5
DIANN	5
DIDDA	5
DIEN	5
DIETLINDE	5
DINNY	5
DIRKJE	5
DITTE-LOUISE	5
DOGA	5
DOJNA	5
DONKA	5
DOTH	5
DRAGOSLAVA	5
DRILONA	5
DRISSIA	5
DUANGRUDEE	5
DULA	5
DURNA	5
DZARIJE	5
DZENETA	5
DØGG	5
EDDIE	5
EDIBE	5
EEA	5
EEVA-LIISA	5
EFRYD	5
EIK	5
EKTA	5
ELCIN	5
ELEFTHERIA	5
ELEONOR	5
ELHAME	5
ELINDA	5
ELISABETE	5
ELISENDA	5
ELLEN-MARGRETE	5
ELLINA	5
ELONE	5
ELSBET	5
ELSE-BETH	5
ELVANA	5
ELVERA	5
ELVIG	5
ELVYRA	5
EMANUELLA	5
EMELDA	5
EMELITA	5
EMILJE	5
EMMA-AMALIE	5
EMMA-LEE	5
EMMA-MAI	5
EMNE	5
EMOKE	5
ENGELKE	5
ENGLA	5
ENIDA	5
ENORA	5
ENTISAR	5
ERIKKE	5
ERIONA	5
ERISA	5
ERLE	5
ERNADA	5
ERUM	5
ESADA	5
ETTI	5
EVA-LOTTA	5
EVA-LOTTE	5
EVAMARIA	5
EVELYNN	5
EVENLY	5
EVERDINA	5
EZZAT	5
FADOUA	5
FAHRIJE	5
FAHRIYE	5
FAIKA	5
FAIQA	5
FAKETA	5
FAKHRIA	5
FAMKE	5
FARA	5
FARANGIS	5
FARDOUS	5
FARDUS	5
FARIJE	5
FATHI	5
FATI	5
FATINA	5
FATMÉ	5
FATOUMA	5
FAUSTA	5
FAWZIE	5
FAWZIYA	5
FELISA	5
FEN	5
FENELLA	5
FERIZE	5
FEROZA	5
FESTINA	5
FETHIYE	5
FIGNE	5
FINA	5
FIONE	5
FIRYAL	5
FLOAREA	5
FRANCIA	5
FRANCIE	5
FRANJA	5
FREDRIKKE	5
FREEDA	5
FREIJA	5
FRESIA	5
FRIDE	5
FRUZSINA	5
FRYD	5
FULVIA	5
GADA	5
GAËLLE	5
GAJA	5
GAMILA	5
GANJA	5
GAYATHRI	5
GEERTJE	5
GEHAN	5
GEMA	5
GENA	5
GEORGINE	5
GERDA-MARIE	5
GERHILD	5
GERLIE	5
GERTHI	5
GETHA	5
GHADAH	5
GHANIA	5
GHEZAL	5
GHIZLANE	5
GHOTAI	5
GIEDRÉ	5
GIFT	5
GILL	5
GILLA	5
GINKA	5
GINTA	5
GIRLY	5
GITTEN	5
GNANAMALAR	5
GODELIEVE	5
GOFRAN	5
GOLZAR	5
GONNY	5
GRACIELA	5
GRACIETE	5
GRETE-LIS	5
GRETI	5
GRISELDA	5
GUDDI	5
GUDNÝ	5
GULALAI	5
GULAN	5
GULLE	5
GULLIS	5
GULLMAI	5
GUNDEL	5
GUNDULA	5
GUNHILL	5
GUNNIE	5
GUNNVOR	5
GUO	5
GURDEEP	5
GYÐA	5
GYDDE	5
GÜLBEN	5
GÜLKIZ	5
GÜLNAZ	5
GÜLZADE	5
GÜRCÜ	5
GYÖRGYI	5
GÆTH	5
GÖKNUR	5
HADIEH	5
HADIJA	5
HAGER	5
HAIDA	5
HAJA	5
HAJERA	5
HAKIMEH	5
HALAH	5
HALIMAH	5
HANAAN	5
HANKIJA	5
HANNEBETH	5
HANNE-BIRGIT	5
HANNEGRETHE	5
HANNE-LISBETH	5
HANNEMARIE	5
HAREEM	5
HARISA	5
HARJIT	5
HASIMA	5
HASIME	5
HATEME	5
HATHAIRAT	5
HATIN	5
HATKA	5
HAURA	5
HAXHERE	5
HEDA	5
HELAI	5
HELENA-MARIA	5
HELLE-MARIE	5
HENG	5
HENRIETA	5
HENRIETHE	5
HEVA	5
HIEU	5
HIJAB	5
HIKMAT	5
HILDEBJØRG	5
HILJA	5
HILLEVI	5
HIRIJET	5
HIRIJETE	5
HIVI	5
HJÖRDÍS	5
HLIF	5
HLIN	5
HOLGA	5
HOMEYRA	5
HONGMEI	5
HORIA	5
HOWRA	5
HOZAN	5
HUANG	5
HUMIRA	5
HUMMA	5
IDA-AMALIE	5
IDA-ELISABETH	5
IDA-KRISTINE	5
IDAMARIA	5
IDA-SOFIA	5
IFRAAH	5
IFTIKHAR	5
IFTIN	5
IGBALA	5
IGNE	5
ILENA	5
ILIRJANA	5
ILSE-MARIE	5
ILUNA	5
ILUUNA	5
IMMAN	5
IMOLA	5
IMRANE	5
IMREN	5
IN	5
INASS	5
INELA	5
INGE-BIRTE	5
INGE-JETTE	5
INGE-LINE	5
INGELISA	5
INGERLIL	5
INGER-LOUISE	5
INGHILD	5
INGIBJORG	5
IONICA	5
IRADA	5
IRANDOKHT	5
IRFET	5
IRMTRAUT	5
IRSA	5
ISJA	5
ISLIM	5
ISMEHAN	5
ISNIJE	5
ISRAH	5
ISSABELLA	5
IVI	5
IZDIHAR	5
IZMA	5
JACKIELYN	5
JACQUELINA	5
JAFFA	5
JAKOBINA	5
JANAINA	5
JANNICHE	5
JANYA	5
JASMEEN	5
JASPREET	5
JASVIR	5
JAWAHER	5
JAWERIA	5
JEANEL	5
JEANICA	5
JEENA	5
JEERANAN	5
JEEVA	5
JEGATHEESWARY	5
JELIZAVETA	5
JENNIFFER	5
JENNYFER	5
JESSE	5
JESSEL	5
JESSINE	5
JETMIRE	5
JETTE-MARIE	5
JETTHE	5
JETTY	5
JEYANTHINI	5
JEYARANI	5
JIHAD	5
JIMENA	5
JINDA	5
JODY	5
JOJO	5
JOLANDE	5
JOSE	5
JOSIPA	5
JOSTA	5
JOWAN	5
JOWITA	5
JOYA	5
JUDDIE	5
JUSRA	5
JUWERIA	5
JÜTTE	5
JØRUN	5
KADIATU	5
KADIME	5
KADIRE	5
KAIRI	5
KAJAL	5
KAJANI	5
KALI	5
KALLA	5
KALSUM	5
KAMA	5
KAMAL	5
KAMELIYA	5
KAMONWAN	5
KANDA	5
KANITTHA	5
KANNIKAR	5
KANZA	5
KAOUSSAR	5
KAOUTHER	5
KAREN-BODIL	5
KAREN-ELSE	5
KAREN-MARIA	5
KARIN-MARGRETHE	5
KARLY	5
KARMELA	5
KARTHIKA	5
KATARIINA	5
KATERINE	5
KATRE	5
KAUSER	5
KAYE	5
KAYNAT	5
KAYOKO	5
KAZUE	5
KE	5
KEFSERE	5
KENZIE	5
KERIME	5
KERLI	5
KERTY	5
KESINEE	5
KETA	5
KEZIAH	5
KEZZIBAN	5
KHADEJA	5
KHADIIJA	5
KHALDA	5
KHUDIJA	5
KHUSHBOO	5
KI	5
KIFAYA	5
KIIN	5
KIMET	5
KIMIYA	5
KIN	5
KIRTA	5
KIRVA	5
KITIJA	5
KITIYA	5
KITTER	5
KITZA	5
KIVIE	5
KIYAFET	5
KLARE	5
KOKAB	5
KONSTANZE	5
KOSA	5
KOSAR	5
KOVILJKA	5
KRENARE	5
KRISTE	5
KRISTVØR	5
KRUAWAN	5
KRYSTAL	5
KULWINDER	5
KUMARI	5
KUMIKO	5
KUN	5
KURDISTAN	5
KUSUM	5
KWESTAN	5
KYLA	5
KÆTHY	5
LAILLA	5
LAIMUTE	5
LAMIAE	5
LAMIES	5
LAVANYA	5
LAVRA	5
LAYALI	5
LEELOO	5
LEEMA	5
LEILANI	5
LEMLEM	5
LEONIA	5
LESLEY-ANN	5
LEYLO	5
LEZANNE	5
LIANG	5
LIBERTY	5
LIBIN	5
LICAN	5
LICCI	5
LIDDEN	5
LIEPA	5
LIESE	5
LIGAYA	5
LILL-ANN	5
LILL-BRITT	5
LILLIBETH	5
LILLIEN	5
LILLIN	5
LINE-MARIA	5
LINNETTE	5
LINNI	5
LIORA	5
LIRIE	5
LISA-LOTTE	5
LISELONE	5
LISEN	5
LIWEI	5
LIZHEN	5
LJUBOV	5
LOHNE	5
LOLITTA	5
LONIE	5
LOREA	5
LORINA	5
LOTTY	5
LOUI	5
LOVIS	5
LUCI	5
LUCITA	5
LUNAH	5
LUTFIYE	5
LUTH	5
LUTVIJA	5
LYDA	5
LÆRKE-MARIE	5
M	5
MADINAH	5
MAEVA	5
MAGDOLNA	5
MAGGA	5
MAGGY	5
MAHAK	5
MAHBOOBA	5
MAHBUBA	5
MAHDIA	5
MAIICA	5
MAIJA-LIISA	5
MAILIN	5
MAJD	5
MAKO	5
MALAKE	5
MALALAY	5
MALIHE	5
MALKA	5
MALVA	5
MAMUNA	5
MANAHEL	5
MANETT	5
MANIJA	5
MANONMANY	5
MARGARIDA	5
MARGARIT	5
MARIA-ALEXANDRA	5
MARIA-CHARLOTTE	5
MARIA-ELENA	5
MARIA-ELISABETH	5
MARIA-HELENE	5
MARIA-MAGDALENA	5
MARIAME	5
MARIBETH	5
MARICKA	5
MARIE-CECILIE	5
MARIE-PIERRE	5
MARIJAN	5
MARIKKE	5
MARIORA	5
MARITESS	5
MARJATTA	5
MARJON	5
MARJORY	5
MARJU	5
MARLINA	5
MARNI	5
MARNIE	5
MARYEM	5
MATHIA	5
MATHIE	5
MAYAN	5
MAYASA	5
MAYSSA	5
MBARKA	5
MEDA	5
MEENAKSHI	5
MEERI	5
MEHAK	5
MEHAVESH	5
MEHR	5
MEHVISH	5
MEJKEN	5
MELA	5
MELANY	5
MELICA	5
MELIHATE	5
MELIN	5
MELLISA	5
MELVA	5
MENA	5
MERILYN	5
MERLIN	5
MERSADA	5
MERSIDA	5
MERSIJE	5
MERWA	5
METTINE	5
MIA-MARIE	5
MICHAËLA	5
MIEL	5
MILENKA	5
MILJANA	5
MILLE-MAI	5
MILLE-MATHILDE	5
MILLIKA	5
MINAKO	5
MINDY	5
MINEL	5
MINELLE	5
MINNAH	5
MIRENA	5
MIRSA	5
MIRUNA	5
MISBA	5
MISSA	5
MISSI	5
MISSY	5
MITA	5
MIYOKO	5
MOHANA	5
MOHINDER	5
MONA-LIS	5
MONETT	5
MOONA	5
MORGANE	5
MUBASHRA	5
MUFIDA	5
MUMINA	5
MUNAWAR	5
MUNISE	5
MUNNA	5
MUNTAS	5
MUQADDAS	5
MURUVETA	5
MUSARRAT	5
MUZHDA	5
MÜGE	5
MÜNIRE	5
MÜRÜVET	5
NADIAH	5
NADIFA	5
NAFAS	5
NAHRAIN	5
NAHRIN	5
NAIMI	5
NAJAD	5
NAJARAQ	5
NAJEEBA	5
NAKISA	5
NALA	5
NALAYINI	5
NALINEE	5
NANAMI	5
NANDA	5
NASHAD	5
NASIBA	5
NASSIM	5
NATAYA	5
NATCHAYA	5
NATHASHA	5
NATUK	5
NAUAL	5
NAUREEN	5
NAVINA	5
NAWAR	5
NAZENIN	5
NAZIKE	5
NAZMA	5
NAZNEEN	5
NEAMA	5
NEBRAS	5
NEDDA	5
NEDELJKA	5
NEELAB	5
NEETU	5
NEFER	5
NEHAD	5
NEHMAT	5
NEIDE	5
NEILA	5
NEL	5
NESMA	5
NEVEN	5
NEVRESA	5
NEVZER	5
NEWAL	5
NHAN	5
NIAZ	5
NIDZARA	5
NIGMET	5
NIHAYA	5
NILIA	5
NILIFER	5
NIMAO	5
NINA-MARIA	5
NIPA	5
NIRMIN	5
NISHTIMAN	5
NIZAMA	5
NOELLA	5
NOÉMIE	5
NORE	5
NOZHA	5
NULLE	5
NURDANE	5
NURIE	5
NURIJA	5
NURSAH	5
NUSARA	5
NUUR	5
NYNKE	5
NÜRTEN	5
OLGICA	5
OM	5
OMAYA	5
ORANUCH	5
ORAPHAN	5
ORASA	5
ORLY	5
ORNELLA	5
OSE	5
OUAFA	5
OUMAYMA	5
OZNUR	5
PAIGE	5
PAIVI	5
PANTHIP	5
PANYA	5
PARASCHIVA	5
PARASTOU	5
PARICHART	5
PARMIS	5
PATTHAMA	5
PAULIEN	5
PEMA	5
PENSRI	5
PERSA	5
PETA	5
PETRINA	5
PHAIRIN	5
PHENSRI	5
PHIE	5
PHILINE	5
PHIN	5
PHITSAMAI	5
PHUOC	5
PIA-MARIA	5
PIKUL	5
PRANI	5
PRAPHATSORN	5
PRAVEENA	5
PREMA	5
PRUDENCE	5
PUSPA	5
PUTRI	5
QAMILE	5
QINGQING	5
QUDSIA	5
QUEENIE	5
RABBIA	5
RABIE	5
RACHEAL	5
RACHELE	5
RACQUEL	5
RADINA	5
RAEDA	5
RAGHEDA	5
RAHELEH	5
RAIMA	5
RAINA	5
RAJFA	5
RAJNI	5
RAKHSHANDA	5
RAMESH	5
RAMZIE	5
RANGHILD	5
RANJANA	5
RANJANI	5
RASHMI	5
RATCHADA	5
RAWA	5
RAYAAN	5
RAYANN	5
REETA	5
REGITTA	5
REKKE	5
REMZA	5
RENÁTA	5
RENDA	5
RENE	5
RENSKE	5
RENY	5
RESHMA	5
RESMIYE	5
REYNA	5
REZIJA	5
REZVAN	5
REZZAN	5
RHITA	5
RHONDA	5
RIAM	5
RICARDA	5
RICHELLE	5
RIHANE	5
RIKKE-LINE	5
RINETTE	5
RINNIE	5
RIT	5
RIVA	5
RIZZA	5
RODELYN	5
ROMAISA	5
RONAHI	5
RONALYN	5
RONNIE	5
ROODA	5
ROSAMUNDE	5
ROSANGELA	5
ROSEANNA	5
ROSEMARIA	5
ROSHNI	5
ROTHA	5
ROVELYN	5
ROZALIJA	5
ROZANNA	5
RUCHI	5
RUMA	5
RUNE	5
RUSNE	5
SAADO	5
SABHA	5
SADZIDA	5
SAERA	5
SAFIO	5
SAFIRE	5
SAFOORA	5
SAHARA	5
SAHIDE	5
SAKAR	5
SALAMATU	5
SALEEMA	5
SALVA	5
SALVACION	5
SAMAHER	5
SAM-ANG	5
SAMEEN	5
SAMENA	5
SAMILLA	5
SAMINE	5
SAMIRO	5
SAMNIANG	5
SAMRIANG	5
SANCHA	5
SANINA	5
SAORI	5
SAPNA	5
SARAH-ANN	5
SARASWATI	5
SASIWIMON	5
SATSUKI	5
SAUMYA	5
SAVERA	5
SAWAI	5
SAWERA	5
SAWITREE	5
SCHASTINE	5
SEADA	5
SEHAR	5
SEHERZADA	5
SEHNAZ	5
SEHRA	5
SEJIDA	5
SELJVIJE	5
SEMSIJA	5
SENIDA	5
SERAH	5
SETTE	5
SEUNG	5
SEVDIYE	5
SEVTAP	5
SHADIYA	5
SHAFIKA	5
SHAHA	5
SHAHRAZAD	5
SHAKIBA	5
SHAMIMA	5
SHAMIRAN	5
SHANNY	5
SHANTA	5
SHANTHINI	5
SHARIFAH	5
SHAUNA	5
SHAZA	5
SHEEBA	5
SHEELAGH	5
SHEIKH	5
SHEKIBA	5
SHELLA	5
SHEMSIJE	5
SHENA	5
SHENAY	5
SHERA	5
SHERINE	5
SHEYDA	5
SHIFA	5
SHOKHAN	5
SHOKRIEH	5
SHOLEH	5
SHUK	5
SIBILLE	5
SIBYLLA	5
SIERRA	5
SIGNILD	5
SIGURBORG	5
SIKKA	5
SIKKERSOQ	5
SILIE	5
SILYA	5
SIMAN	5
SIMRA	5
SIMRAH	5
SINE-MARIE	5
SIRIA	5
SIRINAT	5
SIRKKU	5
SISSA	5
SITARA	5
SIVAJINI	5
