Fornavne til kvinder pr. 1. januar 2013

Navn	ANTAL
BETINA	5249
VICTORIA	5207
BERIT	5173
ESTHER	5150
ANNELISE	5149
CHRISTINE	5082
ALBERTE	4985
FRIDA	4914
JANNE	4902
JANNIE	4865
MILLE	4841
SANDRA	4812
ANNIE	4810
KRISTINE	4780
GRETE	4639
ELLA	4633
KAROLINE	4606
SUSAN	4559
VIVI	4539
LILLIAN	4493
CARINA	4485
RANDI	4446
ASTA	4424
AMANDA	4285
ELIN	4230
ERNA	4229
IBEN	4085
SOLVEIG	4079
KATJA	4056
JANNI	4043
GUDRUN	3993
JOSEPHINE	3993
ELLY	3983
CONNY	3890
HENNY	3870
GURLI	3854
KIRSTINE	3838
THEA	3802
LISELOTTE	3794
ANDREA	3731
OLIVIA	3723
DIANA	3719
NADIA	3700
INGELISE	3639
ANE	3539
NICOLINE	3522
LILLY	3518
ELSEBETH	3496
VERA	3374
WINNIE	3374
SOFIA	3373
KAMILLA	3369
ANNE-MARIE	3336
MARLENE	3326
ROSA	3323
LILIAN	3240
HELGA	3233
HELENA	3218
AGNES	3204
ALMA	3186
REBECCA	3174
YVONNE	3146
MAIKEN	3124
LIVA	3112
ANNE-METTE	3099
BRITT	3045
LIV	2950
CATHRINE	2917
DORIS	2909
MARGRETHE	2909
ANNIKA	2899
SIGRID	2898
KATE	2889
SOPHIE	2797
MARY	2786
LISSI	2719
KETTY	2708
ANNY	2700
MATILDE	2680
LYKKE	2667
MAJBRITT	2633
MALOU	2609
SABRINA	2509
JENNY	2475
NAJA	2450
ESTER	2427
KARLA	2359
HANNAH	2345
JASMIN	2320
THI	2294
BETTY	2287
HELEN	2280
LISBET	2275
NINNA	2238
STEPHANIE	2237
INA	2232
NIKOLINE	2228
NATASJA	2219
SELMA	2197
SOPHIA	2163
MARTHA	2130
ANNEMETTE	2128
SILLE	2124
RIGMOR	2117
HANNA	2105
MAJ-BRITT	2093
MONICA	2073
INGE-LISE	2070
AGNETE	2062
MAI	2039
MINNA	2027
EBBA	2019
JULIA	2019
LILLI	2016
LUNA	2000
KLARA	1994
INGEBORG	1971
SINE	1943
SIDSEL	1932
CELINA	1925
EDEL	1912
MAYA	1900
SILJE	1885
VITA	1882
CONNI	1874
JEANNE	1859
LISE-LOTTE	1846
FIE	1828
NADJA	1827
MELANIE	1821
ILSE	1819
ELNA	1804
GUNHILD	1775
VIVIAN	1763
MAJKEN	1747
FREYA	1742
TILDE	1737
IRMA	1735
ANNE-LISE	1715
HERDIS	1684
EMILIA	1669
OLGA	1663
MARIE-LOUISE	1660
SABINE	1652
SILKE	1630
ELISE	1615
NATASCHA	1611
EMILY	1600
DINA	1598
CECILIA	1561
ANNEMARIE	1553
BITTEN	1550
JESSICA	1530
REBEKKA	1524
DAGNY	1519
FILIPPA	1476
DAGMAR	1474
DORRIT	1465
MAREN	1456
KAMMA	1454
NICOLE	1454
GRY	1453
TENNA	1452
THERESE	1450
CARLA	1437
NANA	1437
CHRISTA	1425
LISSY	1423
MARIANN	1423
LINA	1416
KAJA	1404
MELISSA	1398
MONIKA	1390
ANNALISE	1384
MAJBRIT	1380
MAIBRITT	1345
PATRICIA	1340
STELLA	1334
RIE	1324
SUSSI	1324
MAJ	1297
BARBARA	1295
EA	1287
KIRA	1278
YASMIN	1276
CHRISTEL	1275
JUDITH	1274
ODA	1258
FATIMA	1225
SISSE	1215
STINA	1204
NATASHA	1203
NORA	1198
JEANNETTE	1184
ANNE-SOFIE	1182
ELENA	1177
BENEDIKTE	1158
FATMA	1157
SASCHA	1154
VIOLA	1149
LIZZIE	1148
MAI-BRITT	1145
ALEXANDRA	1136
SALLY	1134
NATHALIE	1131
SABINA	1125
JOHANNA	1114
YRSA	1104
REGITZE	1094
CELINE	1089
SMILLA	1089
SOLVEJG	1084
JENNIFER	1073
THILDE	1070
RAGNHILD	1057
NANCY	1052
LONNIE	1049
AGNETHE	1041
MARINA	1032
IRIS	1025
JEANETT	1019
NATALIE	1016
MARIAN	1013
ELSA	1010
RONJA	1009
MARIAM	1004
ELISA	1002
KRISTA	999
SIF	998
BENTHE	996
BELINDA	993
CLAUDIA	989
BIANCA	982
ISABEL	982
EMMY	972
LIZZI	972
NYNNE	969
CAMILLE	952
ELIZABETH	951
SØS	951
ROSE	938
SUSSIE	938
MERLE	930
GERTRUD	922
BRITA	912
BENEDICTE	902
SISSEL	895
ANNE-GRETHE	894
KATHE	890
JUNE	887
MIRIAM	884
AYSE	879
VICKI	867
LINETTE	866
PETRA	865
LYDIA	858
DICTE	850
KIA	844
LISETTE	838
MIRA	829
TINNA	829
KATHARINA	819
SANDIE	819
DORIT	815
AYA	812
LEILA	811
AMINA	805
MERETHE	800
SILJA	795
BOLETTE	793
DORA	793
MICHELLA	782
EVY	780
ERIKA	778
JOANNA	778
MICHALA	769
MARIANE	765
ENA	762
JULIANE	760
LINEA	757
NATALIA	756
VIKTORIA	748
ELSE-MARIE	747
HILDA	747
VIGGA	746
ANA	737
KAMILLE	737
MAGDA	737
ÅSE	736
KAYA	734
THERESA	734
BIRGITH	733
SUZANNE	733
VINNI	727
DANIELLA	708
LINNEA	691
STEFANIE	690
VANESSA	688
SIRI	682
MARTA	681
VALBORG	672
LILI	665
INGERLISE	664
TANIA	663
JUTTA	662
ANN-SOFIE	661
LONNI	658
ZENIA	658
STINNE	647
KIT	644
ZAHRA	641
RAGNA	639
DIDDE	637
KATARINA	636
LUISE	631
AUGUSTA	630
KATARZYNA	628
JEANET	623
VINNIE	619
ELVIRA	618
MARTINE	616
META	616
ALBA	614
SIDSE	614
SOLVEJ	605
TERESA	605
ELINE	604
XENIA	604
KARNA	603
JACQUELINE	602
SUSIE	602
ELLINOR	601
AGNIESZKA	597
ISABELL	594
MOLLY	594
MONIQUE	594
LISSIE	593
HATICE	592
INGER-LISE	591
GERD	587
THORA	586
CILLE	579
EMINE	579
URSULA	578
NIKITA	576
NETE	573
PAULA	569
CATHARINA	568
BIBI	566
MAGDALENA	563
CATRINE	556
DENISE	556
LENETTE	548
NORMA	547
BRIT	546
LIZETTE	545
TANYA	542
LAJLA	540
HJØRDIS	539
DORTHEA	536
LUCCA	536
SELINA	536
ANNA-LISE	534
GHITA	534
ELLIS	532
MELINA	530
FIONA	527
MARION	527
VIBE	526
ELI	525
POULA	520
MALGORZATA	519
MAIA	517
MARYAM	517
JESSIE	516
JILL	516
ALINA	514
ALEKSANDRA	513
HEDVIG	508
EWA	506
MARTINA	506
VICKY	502
PAULINE	499
SHEILA	499
IMAN	497
NATACHA	497
METHA	492
ALIS	491
MIKKELINE	491
LEONORA	490
MICHAELA	490
BONNIE	488
ZEYNEP	488
VERONICA	487
GABRIELLA	482
CÆCILIE	481
KARI	480
ANIKA	479
NELLY	479
IRINA	474
MICHELE	473
AISHA	472
LILY	472
DANIELA	471
AIDA	469
AMAL	468
SAMIRA	467
CHRISTIANE	465
GRETA	465
MAY	465
ANNA-MARIE	463
NAYA	463
MELISA	462
JOY	459
MILLA	458
LARA	452
OLINE	452
WINNI	449
ZAINAB	448
KIMMIE	445
ANITTA	444
GUNVOR	437
ANNE-GRETE	435
JUDY	434
KAROLINA	434
VILMA	433
CRISTINA	432
HARRIET	432
MINA	431
ANGELA	429
LEAH	428
BIRTHA	424
ELINOR	424
CORNELIA	422
EVELYN	422
GYDA	422
SASHA	421
LISS	420
REGINA	416
LOUISA	415
TEA	415
JOHNNA	413
MIMI	413
TATIANA	413
AMY	410
CARMEN	405
ELVA	403
IDA-MARIE	403
DEA	402
GUNVER	402
MARGOT	402
FLORA	393
TERESE	393
BJØRG	390
JASMINA	389
RITTA	379
LUCIA	375
NADINE	375
BEATE	374
AMIRA	373
ANGELINA	373
JEANNIE	373
MAIBRIT	373
JANET	372
RUNA	371
MYRNA	370
MAY-BRITT	365
PUK	365
BERTHA	364
BRIGITTE	362
EMMELIE	360
ANNE-DORTHE	359
ANINE	357
CINDY	356
KATINKA	356
SUSANNA	355
KITTY	354
LIZA	353
ANNE-SOPHIE	351
MANJA	351
THYRA	349
CAROLINA	348
IRENA	348
BERITH	346
FANNY	345
KIM	344
CASSANDRA	343
KERSTIN	343
MADELEINE	342
MIKALA	342
SALMA	342
SYLVIA	341
ULRIKKE	341
MY	340
WILMA	340
BEATA	338
KATRIN	337
KRISTIN	337
SIV	335
ELINA	334
SILVIA	334
CECILLIE	333
MAYBRITT	332
MARIT	330
NADA	330
AZRA	329
NINI	325
LONA	324
SACHA	324
ANNEGRETHE	321
MARIANNA	321
SUZAN	321
KÄTHE	319
SVETLANA	319
DIANNA	317
ELZBIETA	317
CHALOTTE	316
HANAN	316
LEJLA	316
ELKE	315
GRITH	315
GINA	313
MARNA	312
SIFF	311
LOLA	310
NAOMI	310
PAULINA	310
VEGA	310
BJØRK	308
MALIKA	308
TINNE	308
KITT	307
LONNY	307
ALLIS	306
ELIF	306
MERYEM	306
BIRGITTA	305
SAHRA	304
IZABELLA	301
RACHEL	300
CATHERINE	299
JENNIE	298
ANASTASIA	297
DANIELLE	297
LISSA	296
VERONIKA	295
ELSEBET	294
ALICIA	293
DEBBIE	293
LEYLA	292
DANA	291
ISABELLE	291
NEEL	291
EMINA	290
GABRIELA	290
HELLA	289
SONIA	289
JEAN	288
NANNY	286
SAMANTHA	286
ILONA	285
KRISTIANE	285
YASEMIN	284
MARGARET	282
MICHELA	282
ESTRID	281
INGE-MARIE	277
FADIME	276
GITTA	276
KHADIJA	276
VALENTINA	276
BETH	273
JOLANTA	273
SANNA	273
SASJA	273
CHILI	272
ANN-MARIE	271
RABIA	271
CHANETTE	268
NELLIE	266
RENATE	266
GUNNA	265
MALAK	265
TONE	264
BELLA	263
EDNA	263
MERVE	263
RENATA	263
CLAIRE	262
KAREN-MARGRETHE	262
LENI	262
ROSEMARIE	259
SANNI	259
SIMONA	259
MITZI	258
DOROTA	257
SIA	257
AJA	256
AMELIA	256
ANNABELL	256
ANN-BRITT	255
ANNESOFIE	254
ESRA	254
MARIKA	254
PIL	254
CELIA	253
ANNE-DORTE	251
LINN	251
ANNE-LOUISE	250
TONI	250
GRO	249
KIS	248
DAISY	247
SULTAN	247
TAMARA	247
GITHA	246
ISA	246
SAHAR	246
RINA	244
TATJANA	244
GISELA	242
MARGITH	242
MIRJAM	242
BENDE	241
STINNA	241
JANIE	240
NINETTE	240
ZOE	240
JANA	238
KRYSTYNA	238
ZARA	238
HANA	237
ADA	236
GRACE	236
ANGELIKA	235
INGER-MARIE	235
INGE-MERETE	234
ANNEGRETE	233
HERTHA	233
PHILIPPA	233
SIW	233
MILENA	232
NOOR	232
WIVI	232
VICKIE	231
ZEINAB	231
JENSINE	230
ERICA	229
ANNE-KATRINE	228
JELENA	228
MILA	228
TESSA	228
CIRKELINE	227
JAMILA	227
MAGDALENE	226
ELEONORA	225
ELISABET	225
GRETHA	225
JENNI	225
MAGNA	225
SANA	225
ANN-LOUISE	224
ANNA-GRETHE	223
KIKI	222
PETRINE	222
ANN-MARI	218
NOUR	218
CAJA	217
IWONA	217
SINNE	216
ADRIANA	215
OLENA	215
MAISE	214
ELLI	212
FELICIA	212
MARIJA	212
MEDINA	212
IRYNA	211
EDA	210
ZITA	208
FADUMO	206
MANUELA	206
RANA	206
SYS	205
ALVA	204
MELIKE	204
MYNTE	204
TONNY	204
LULU	203
ZELIHA	203
DILEK	202
NOVA	202
OKSANA	202
SIBEL	202
SYLWIA	202
AMALIA	201
ESMA	201
HALIMA	201
JUSTYNA	201
TABITA	201
TARA	201
ALBERTHE	200
MAJ-BRIT	200
ANNELI	199
ZEHRA	199
DANUTA	198
FATEMEH	198
HILDE	198
NICKIE	198
AGATA	197
AYOE	197
ETHEL	197
KAREN-MARIE	197
NICOLA	197
GUNDA	196
HUDA	196
KATRINA	196
ZOFIA	196
AINO	195
HELIN	195
JANINA	195
ASMA	194
MARIANA	194
MELEK	194
MUNA	193
LILJE	192
SUSI	192
ALIA	191
IZABELA	191
MARGRETE	191
MONNA	191
SANNIE	191
ALICJA	189
ELMA	189
RITHA	189
SANDY	189
BEATRICE	188
BENITA	186
KIRSTI	186
MARI	186
NAIMA	186
ANNITTA	185
MALIN	185
CINDIE	184
KAJSA	183
AVIAJA	182
BETHINA	182
FARAH	182
KÄTE	182
MANAL	182
ANISA	181
ANYA	181
RAKEL	181
INNA	180
MARWA	180
ANN-SOPHIE	179
DERYA	179
HACER	179
WENDY	179
GRAZYNA	178
LILJA	178
MARIA-LOUISE	178
ZANDRA	178
DINNA	177
JYTTA	177
THIT	177
HÜLYA	174
INES	174
ANNE-KATHRINE	173
CATJA	173
NAIA	173
UNNI	173
ANNITA	172
EBRU	172
ANNE-MARGRETHE	171
KONNY	171
LIN	170
SEVIM	170
TRILLE	170
ANEMONE	169
LITA	169
MAJSE	169
ESME	168
JO	168
DILARA	166
EMMELI	166
FATME	166
KATHLEEN	165
HANSINE	164
MAHA	164
NOA	164
DIANE	163
FRIEDA	163
HENNI	163
HIBA	163
KÆTHE	163
MARITA	163
DENICE	162
HALINA	162
JASMINE	162
LIDIA	162
MEGAN	162
PETREA	162
SAVANNAH	162
TONNI	162
ANNETT	161
MEJSE	161
LILL	160
SONGÜL	160
AICHA	159
GAIA	159
GUNILLA	159
HEIKE	159
MAGGIE	159
SUSSE	159
WANDA	158
ANNICA	157
EDINA	157
LAYLA	157
MATHILDA	157
NAWAL	157
NISA	157
SANJA	157
SUZETTE	157
ÖZLEM	157
CATARINA	156
KIMIE	156
SHILA	156
BAHAR	155
ELIFE	155
GABRIELE	155
AMANI	154
ELIZA	154
MIHAELA	154
SAFIA	154
ASHA	153
FREIA	153
TUGBA	153
ANNABELLA	152
BUSHRA	152
CEMILE	152
HALIME	152
KATHERINE	152
LIANE	152
SERIFE	152
BRITHA	151
HILDEGARD	151
NATALI	151
BOZENA	150
ANETT	149
ANNA-SOFIE	149
ASMAA	149
FILUCA	149
SADIA	149
TÜRKAN	149
ANGELICA	148
CHRISTINNA	148
LANA	148
LIVIA	148
METTE-MARIE	148
SANELA	148
ANETA	147
SØRINE	147
TURID	147
ANTONIA	146
DALIA	146
HILAL	146
KAISA	146
LOA	146
ADDA	145
AMELA	145
ANDREEA	145
EILEEN	145
KARIMA	145
LIA	145
MADELINE	145
BENNY	144
BINE	144
IVANA	144
JOYCE	144
KATERINA	144
HANNELORE	143
LUCY	143
LUISA	143
NATHJA	143
NOOMI	143
SENADA	143
ALEYNA	142
EKATERINA	142
KATHRIN	142
KÜBRA	142
ALISA	141
EMMELY	141
BETINNA	140
ELA	140
FILIZ	140
SAMIA	140
VESNA	140
GLORIA	139
RANIA	139
SHARON	139
EDIT	138
ELY	138
KAMILA	138
MERRY	138
MICHELL	138
NETTE	138
RIMA	138
THUY	138
EDDA	137
EMELIE	137
MARY-ANN	137
SABRINE	137
TORA	137
CARIN	136
MAUD	136
SELIN	136
HANIN	135
MOLLIE	135
MYNTHE	135
SVITLANA	135
DILAN	134
FENJA	134
GALINA	134
MARYAN	134
NETHE	134
AYAN	133
DONNA	133
IRMGARD	133
MARI-ANN	133
SIGRUN	133
WENCHE	133
AYAH	132
IVY	132
KIRSTIN	132
BENTA	131
DEBORAH	131
EWELINA	131
KIRSA	131
MEDINE	131
MIKA	131
NATHASJA	131
	131
LUCA	130
PATRYCJA	130
SAFA	130
SIHAM	130
SVEA	130
UNA	130
ANN-KATRINE	129
AYNUR	129
CAROLA	129
HILDUR	129
KATIA	129
MIRELA	129
ABIR	128
AIA	128
ALAA	128
GITA	128
IREM	128
JANNA	128
LOTUS	128
MALINA	128
LATIFA	127
NATHALI	127
ALVILDA	126
BENDTE	126
FARIDA	126
FRITZE	126
GLENNIE	126
NATHALIA	126
SAMAR	126
SHAZIA	126
UTE	126
AJLA	125
DARIA	125
DESIREE	125
LEISE	125
ZAHRAA	125
CAMILA	124
EDITA	124
HEDDA	124
KLAUDIA	124
SEVGI	124
SYNNØVE	124
DINAH	123
GLADYS	123
PAMELA	123
AGATHE	122
MARGARITA	122
MICHA	122
RAMONA	122
SAIDA	122
SUMAYA	122
AMRA	121
ANTJE	121
MAJBRITH	121
MATILDA	121
SAIMA	121
ANNE-BIRGITTE	120
BRITH	120
ELSIE	120
VIKTORIJA	120
AVA	119
ELSEMARIE	119
IEVA	119
LI	119
MERAL	119
ROSALINA	119
SOUAD	119
ANNELIE	118
AYLA	118
HEBA	118
IOANA	118
LE	118
MARZENA	118
NATALIYA	118
RENÉE	118
TASJA	118
DANIA	117
FRANCESCA	117
JUDIT	117
ANNE-MERETE	116
AYTEN	116
BETÜL	116
FATEMA	116
HALA	116
JAQUELINE	116
MELIHA	116
MIRJANA	116
VANDA	116
ANKE	115
AYSEL	115
GABRIELLE	115
GÜLÜZAR	115
SAGA	115
URSZULA	115
VIOLETA	115
WIKTORIA	115
MIRANDA	114
NASRIN	114
NGOC	114
PI	114
VILDE	114
CANAN	113
ELHAM	113
FAIZA	113
FRANZISKA	113
MA	113
SHIRLEY	113
WICKI	113
ASIA	112
DITTE-MARIE	112
GAMZE	112
GURI	112
KISS	112
PINAR	112
SUZANA	112
JANICE	111
MIRSADA	111
SALWA	111
SEHER	111
SINEM	111
YAN	111
ANINA	110
NATASIA	110
REGINE	110
ADDY	109
BERFIN	109
LUCIE	109
NIELSINE	109
WINIE	109
BIRGITHE	108
CATALINA	108
INGE-LIS	108
NESRIN	108
OFELIA	108
SEMRA	108
SERPIL	108
VINI	108
DOMINIKA	107
HODA	107
MINE	107
ROSITA	107
RUKIYE	107
SEMA	107
STEFFANIE	107
SUNA	107
BÜSRA	106
GÜLAY	106
LILIANA	106
MERCEDES	106
ROBERTA	106
SADAF	106
SILA	106
TASCHA	106
YILDIZ	106
AHLAM	105
ALISHA	105
HODAN	105
HONG	105
KICKI	105
NAJAT	105
ZARAH	105
ISRAA	104
JEANNETT	104
JONNY	104
KAIA	104
NANETTE	104
NATALIIA	104
SUS	104
ANELISE	103
ANNAMARIE	103
HAMIDE	103
JACKIE	103
KINGA	103
RUT	103
ANE-MARIE	102
ANNELIS	102
DALAL	102
DYVEKE	102
EDYTA	102
HABIBA	102
JAMILLA	102
JULIANA	102
KELLY	102
KIMBERLY	102
SIGGA	102
YASMINA	102
DANIJELA	101
EMELY	101
PHUONG	101
SANAA	101
SUSSANNE	101
VALERIA	101
CAROL	100
EVELINA	100
LARISA	100
LIZZY	100
SABAH	100
SEVDA	100
ALEXIA	99
ANI	99
ANNET	99
BRENDA	99
CAYA	99
ERLA	99
JADWIGA	99
KJESTINE	99
MELINDA	99
SINA	99
SUSANN	99
TONIE	99
TÜLAY	99
ZELINA	99
ARIFE	98
EMA	98
FLORENCE	98
HAFSA	98
HANNI	98
SUSANA	98
TETIANA	98
VIRGINIA	98
NADIN	97
NAN	97
NATJA	97
RASA	97
SALLI	97
YASMINE	97
ANNE-LENE	96
BEINTA	96
FATEN	96
GORDANA	96
MADINA	96
MARTYNA	96
SEBRINA	96
SERAP	96
UMA	96
ZUZANNA	96
ASLI	95
BERIVAN	95
EMEL	95
ETLY	95
GRITT	95
JANETTE	95
JING	95
NELLI	95
RIA	95
SIMA	95
TETYANA	95
TIA	95
WAFAA	95
ADILE	94
ANNE-CATHRINE	94
ANNELINE	94
AYSEGÜL	94
CHANEL	94
ELAINE	94
EMAN	94
ENISA	94
JUSTINE	94
KATALIN	94
LISSEN	94
MAIKE	94
NUR	94
PERIHAN	94
ROXANA	94
YVETTE	94
ANN-CHARLOTTE	93
BEYZA	93
DESIRÉE	93
JANI	93
JULIJA	93
JURGITA	93
KRESTINE	93
NESLIHAN	93
NITA	93
RASMINE	93
SAMINA	93
VANJA	93
CHRISTIN	92
DIJANA	92
DRAGANA	92
GERTIE	92
JEANIE	92
NERMIN	92
NILLE	92
RASHA	92
REGITSE	92
ADELA	91
ALLA	91
CYNTHIA	91
FATIME	91
FRANCISKA	91
INGELIS	91
KIKKI	91
KIRI	91
MANON	91
MARIETTE	91
MARLENA	91
SILVANA	91
SOL	91
BERTA	90
FELINE	90
JUDI	90
JULIET	90
LJILJANA	90
MISCHA	90
NATASA	90
NURAY	90
RAYAN	90
VIDA	90
AINA	89
ALISON	89
AMNA	89
ANIA	89
ISOLDE	89
MELIKA	89
SELDA	89
TIFFANY	89
ULRIKE	89
VALERIE	89
GHADA	88
HAMDI	88
ISRA	88
MARJUN	88
MIKELA	88
NAJMA	88
REEM	88
SHAHNAZ	88
SHEENA	88
ALFRIDA	87
ANNA-MARIA	87
CHELINA	87
DRAGICA	87
GÜLSÜM	87
HAVVA	87
HAYAT	87
HOUDA	87
IRMELIN	87
JASMINKA	87
KATERYNA	87
LIDA	87
MALENA	87
MARGA	87
NABILA	87
NURTEN	87
SARI	87
ANNELENE	86
ARENDSE	86
ARZU	86
CHERIE	86
ELLEN-MARGRETHE	86
FRIGG	86
LITTA	86
SALINA	86
YING	86
FRANCISCA	85
LORENA	85
MALAIKA	85
MANAR	85
MARIETTA	85
MILICA	85
NATASHIA	85
SAKINA	85
TABITHA	85
ZINA	85
ALLY	84
ANNA-LOUISE	84
DORETE	84
HAWA	84
HEIDIE	84
LILLAN	84
SABRIN	84
SHIRIN	84
WIOLETTA	84
AYLIN	83
GIZEM	83
LUKA	83
LYA	83
MARIYA	83
NORAH	83
SALIHA	83
AGDA	82
ANN-CHRISTINA	82
ASIYE	82
AZIZA	82
BILJANA	82
CHANNIE	82
EJA	82
EMIRA	82
INEZ	82
JANINE	82
KEVSER	82
NAZIA	82
BELMA	81
CHLOE	81
DOROTHEA	81
FARZANA	81
GÜLCAN	81
HAVA	81
ILAYDA	81
IULIIA	81
LIANA	81
OLIWIA	81
PENILLE	81
RUBY	81
SOFIE-AMALIE	81
STEFFIE	81
SUZI	81
ZAHIDA	81
ALENA	80
ANNE-LIS	80
BRIGITTA	80
CATHRIN	80
DIANNE	80
GÜL	80
GÜLSEN	80
JEANNET	80
JOSEFINA	80
REBECKA	80
SANDI	80
VITTA	80
DORETHE	79
HAMIDA	79
HANIFE	79
KONNI	79
PENELOPE	79
RAHMA	79
RENEE	79
ROSE-MARIE	79
ROZA	79
SABA	79
ZIA	79
ADELINA	78
ALETTE	78
ANITHA	78
BARBRO	78
ELFRIEDE	78
HELLEN	78
LOLITA	78
NURIYE	78
TAHIRA	78
WICKIE	78
YELVA	78
YETER	78
YUSRA	78
HANSA	77
MARGRET	77
MARYNA	77
NASREEN	77
NIDA	77
NIKOLA	77
NURAN	77
PAOLA	77
POULINE	77
SNEZANA	77
ANASTASIJA	76
BIRTA	76
CICILIE	76
CIGDEM	76
INGEGERD	76
JENNA	76
KHALIDA	76
LILIA	76
MAGNY	76
MEI	76
NURCAN	76
RAHIME	76
SELINE	76
TESS	76
YELIZ	76
ÅSA	76
ANNE-KIRSTINE	75
ANNELIESE	75
AYAT	75
BATOUL	75
CILIA	75
COCO	75
DEBORA	75
FADIA	75
HADIL	75
HULDA	75
INGER-MARGRETHE	75
JENA	75
LAN	75
LAURINE	75
MIKAELA	75
MOUNA	75
NAHID	75
RAZIA	75
SAMAH	75
VILJA	75
ZAKIA	75
CAJSA	74
DUDU	74
GYRITHE	74
JOANNE	74
KITTE	74
KRISTINNA	74
LUDMILA	74
MARGARETHE	74
MAYBRIT	74
MEHTAP	74
MIRJA	74
NOMI	74
PRISCILLA	74
RONA	74
RUKHSANA	74
SENGÜL	74
ANCA	73
ANNABEL	73
AURA	73
BERNADETTE	73
BOTHILDE	73
ELEANOR	73
EMMELINE	73
FARIBA	73
JUSTINA	73
KIMMI	73
MAKBULE	73
NATALIJA	73
NOURA	73
SABIHA	73
STEFANIA	73
ULRIKA	73
ZARINA	73
ALINE	72
CANSU	72
CHIARA	72
DUNJA	72
FERIDE	72
GRIT	72
GUN	72
GUNNI	72
IQRA	72
LEENA	72
MAI-BRIT	72
MALIA	72
MI	72
RACHIDA	72
SALLIE	72
SEYMA	72
WERONIKA	72
ADINA	71
ANN-DORTHE	71
ATHENA	71
AURORA	71
CHANETT	71
CILIE	71
DENISA	71
GYTTE	71
KAREN-LISE	71
LILA	71
LIZ	71
NASRA	71
SENA	71
SHAIMA	71
ABELONE	70
AMÉLIE	70
ANNAGRETHE	70
APRIL	70
CELESTE	70
EVE	70
GIULIA	70
MARGARETHA	70
MAUREEN	70
MIRNA	70
NEDA	70
OPHELIA	70
SAFIYA	70
SHANNON	70
SLAVICA	70
VIGDIS	70
YULIYA	70
ZANNE	70
ANNABELLE	69
ANNE-BIRTHE	69
ASYA	69
BIRNA	69
CHANTAL	69
CORINNA	69
GÜLTEN	69
HANADI	69
JOCELYN	69
MARIAH	69
MILDRED	69
OANA	69
PARVIN	69
RIM	69
SYNNE	69
ZORICA	69
ABIGAIL	68
AMELIE	68
AMILA	68
ANNA-MARGRETHE	68
AYFER	68
BILLIE	68
BORGHILD	68
CILJE	68
EDLE	68
EGLE	68
ESMERALDA	68
FLEUR	68
HALIMO	68
HANIM	68
ILKNUR	68
KARINE	68
MARCELA	68
SAFIYE	68
SHABNAM	68
AYESHA	67
BABETTE	67
BEATRIZ	67
CATHERINA	67
FATIHA	67
HAJAR	67
HAZAL	67
IDUN	67
INDIRA	67
KITTI	67
KORNELIA	67
KRESTINA	67
MELTEM	67
MITRA	67
NINNI	67
RANDA	67
RENA	67
SYEDA	67
TEKLA	67
THEODORA	67
TURI	67
UZMA	67
WAFA	67
CILLA	66
ENYA	66
HANAA	66
KRISTEL	66
LAMIA	66
MAIJA	66
MONA-LISA	66
ROJIN	66
SUADA	66
THANH	66
THU	66
TUBA	66
AGNE	65
ANGELIQUE	65
ANH	65
CECILLIA	65
DEMET	65
FUNDA	65
ILHAM	65
KHADRA	65
LITTEN	65
